17015,NA,50,1,LT1,305245.422,5812887.179,35.374,0.000
17015,NA,50,2,LT1,305248.708,5812946.963,35.101,3.593
17015,NA,50,3,LT1,305248.951,5812955.586,35.068,4.319
17015,NA,50,4,LT1,305248.829,5812958.187,35.056,4.625
17015,NA,50,5,LT1,305248.434,5812961.304,35.045,4.782
17015,NA,50,6,LT1,305247.329,5812966.048,35.041,5.071
17015,NA,50,7,LT1,305246.120,5812969.684,35.023,5.134
17015,NA,50,8,LT1,305244.704,5812972.649,34.993,5.419
17015,NA,50,9,LT1,305242.256,5812976.181,34.959,6.162
17015,NA,50,10,LT1,305237.859,5812977.987,34.917,6.162
17015,NA,51,1,L1,305234.874,5812747.919,35.040,3.501
17015,NA,51,2,L1,305244.193,5812849.641,35.349,3.436
17015,NA,51,3,L1,305251.628,5812935.958,35.265,3.868
17015,NA,51,4,L1,305259.879,5813036.983,35.264,3.840
17015,NA,51,5,L1,305267.789,5813145.293,35.166,3.890
17015,NA,51,6,L1,305271.501,5813192.989,35.548,3.998
17015,NA,51,7,L1,305284.755,5813352.312,36.864,4.100
17015,NA,52,1,L2,305238.428,5812747.642,35.133,3.627
17015,NA,52,2,L2,305260.627,5812995.230,35.154,3.751
17015,NA,52,3,L2,305273.018,5813165.595,35.439,3.484
17015,NA,52,4,L2,305288.508,5813352.062,36.962,3.416
17015,NA,53,1,L1,305253.451,5812746.471,35.029,3.372
17015,NA,53,2,L1,305279.580,5813068.010,35.344,3.496
17015,NA,53,3,L1,305302.295,5813351.135,37.230,3.421
17015,NA,54,1,L2,305250.050,5812746.736,35.157,3.452
17015,NA,54,2,L2,305266.087,5812943.486,35.140,3.335
17015,NA,54,3,L2,305298.869,5813351.365,37.263,3.448
17015,NA,55,1,RT1,305278.074,5813116.507,35.672,0.000
17015,NA,55,2,RT1,305274.729,5813092.096,35.553,2.782
17015,NA,55,3,RT1,305273.478,5813080.957,35.505,3.507
17015,NA,55,4,RT1,305267.021,5812998.806,35.174,3.325
17015,NA,55,5,RT1,305266.673,5812997.039,35.184,3.750
17015,NA,55,6,RT1,305265.423,5812993.335,35.174,5.636
17015,NA,55,7,RT1,305261.862,5812987.104,35.184,5.636
