1,57,1,6,1,Straight
2,58,1,6,1,Straight
3,58,1,6,1,Straight
5,50,3,4,2,Straight
6,51,3,4,2,Straight
7,52,3,4,2,Straight
9,9,2,2,3,Right
9,58,2,6,3,Right
8,57,2,6,3,Right
4,56,1,5,4,Right
