2694Ref,307886.655,5812905.47,32.767,-37.81104876,144.8175748,CENTRE_ROUND_MANHOLE_COVER,,,,,,
2694,Enter,9,1,L1,307926.439,5812906.777,32.899,3.547,39.784,1.307,-37.81104536,144.8180267
2694,Enter,9,2,L1,307942.235,5812905.21,32.975,3.568,55.58,-0.26,-37.81106279,144.8182057
2694,Enter,10,1,RT1,307926.818,5812910.328,32.925,3.595,40.163,4.858,-37.81101345,144.818032
2694,Enter,10,2,RT1,307942.962,5812908.737,33.003,3.595,56.307,3.267,-37.81103118,144.8182148
2694,Enter,11,1,L1,307883.873,5812920.794,32.489,2.993,-2.782,15.324,-37.81091015,144.8175472
2694,Enter,11,2,L1,307842.418,5812924.209,32.707,2.901,-44.237,18.739,-37.81087067,144.8170775
2694,Enter,11,3,L1,307772.426,5812929.42,32.911,4.3,-114.229,23.95,-37.810809,144.8162843
2694,Enter,11,4,L1,307606.875,5812943.485,33.123,4.334,-279.78,38.015,-37.81064746,144.8144086
2694,Enter,12,1,RT1,307883.632,5812917.63,32.492,3.343,-3.023,12.16,-37.8109386,144.8175437
2694,Enter,12,2,RT1,307842.36,5812921.116,32.736,3.273,-44.295,15.646,-37.81089852,144.817076
2694,Enter,12,3,RT1,307812.728,5812924.677,32.945,0.003,-73.927,19.207,-37.81086021,144.8167406
2694,Crosswalk,13,1,CROSSWALK,307887.636,5812908.994,32.425,1.979,0.981,3.524,-37.81101722,144.8175868
2694,Crosswalk,13,2,CROSSWALK,307891.141,5812923.721,32.58,1.946,4.486,18.251,-37.81088532,144.8176305
2694,Crosswalk,14,1,CROSSWALK,307922.516,5812905.354,32.821,2.157,35.861,-0.116,-37.81105735,144.8179818
2694,Crosswalk,14,2,CROSSWALK,307924.277,5812920.646,32.885,2.161,37.622,15.176,-37.81091999,144.8180059
2694,Crosswalk,15,1,CROSSWALK,307892.447,5812904.258,32.51,2.094,5.792,-1.212,-37.81106089,144.8176402
2694,Crosswalk,15,2,CROSSWALK,307919.203,5812903.523,32.791,2.37,32.548,-1.947,-37.81107314,144.8179437
2694,Crosswalk,16,1,CROSSWALK,307898.382,5812929.169,32.657,2.414,11.727,23.699,-37.81083778,144.8177142
2694,Crosswalk,16,2,CROSSWALK,307922.563,5812925.91,32.997,2.414,35.908,20.44,-37.81087222,144.8179878
2694,Exit,50,1,L1,307887.483,5812912.608,32.451,6.077,0.828,7.138,-37.81098464,144.817586
2694,Exit,50,2,L1,307880.869,5812913.835,32.437,4.607,-5.786,8.365,-37.8109722,144.8175113
2694,Exit,50,3,L1,307833.375,5812918.054,32.717,4.665,-53.28,12.584,-37.8109242,144.8169732
2694,Exit,50,4,L1,307774.952,5812924.864,32.875,4.257,-111.703,19.394,-37.81085057,144.8163118
2694,Exit,50,5,L1,307606.382,5812939.162,33.139,4.364,-280.273,33.692,-37.81068629,144.8144019
2694,Exit,51,1,L2,307912.362,5812902.56,32.736,4.719,25.707,-2.91,-37.81108038,144.8178658
2694,Exit,51,2,L2,307912.189,5812897.826,32.887,4.229,25.534,-7.644,-37.81112298,144.8178626
2694,Exit,51,3,L2,307905.797,5812843.19,32.644,3.778,19.142,-62.28,-37.81161372,144.8177755
2694,Exit,51,4,L2,307886.783,5812674.697,31.961,3.668,0.128,-230.773,-37.81312727,144.817515
2694,Exit,52,1,L1,307916.919,5812902.41,32.785,4.294,30.264,-3.06,-37.81108268,144.8179175
2694,Exit,52,2,L1,307904.278,5812793.772,32.277,4.406,17.623,-111.698,-37.81205849,144.8177452
2694,Exit,52,3,L1,307890.765,5812673.842,31.799,4.441,4.11,-231.628,-37.81313581,144.81756
2694,Exit,53,1,RT1,307890.671,5812725.494,32.178,0.016,4.016,-179.976,-37.81267058,144.8175726
2694,Exit,53,2,RT1,307886.499,5812701.207,32.147,2.835,-0.156,-204.263,-37.81288845,144.8175188
2694,Exit,53,3,RT1,307883.531,5812675.395,32.053,2.954,-3.124,-230.075,-37.8131203,144.8174783
2694,Exit,54,1,LSR,307916.71,5812875.112,32.576,10.536,30.055,-30.358,-37.8113285,144.8179079
2694,Exit,54,2,LSR,307917.06,5812872.685,32.568,10.536,30.405,-32.785,-37.81135044,144.8179112
2694,Exit,54,3,LSR,307917.823,5812871.093,32.622,7.64,31.168,-34.377,-37.81136494,144.8179195
2694,Exit,54,4,LSR,307918.787,5812869.584,32.637,5.655,32.132,-35.886,-37.81137873,144.81793
2694,Exit,54,5,LSR,307923.453,5812864.091,32.767,5.151,36.798,-41.379,-37.81142918,144.8179815
2694,Exit,54,6,LSR,307924.749,5812861.775,32.76,5.018,38.094,-43.695,-37.81145032,144.8179956
2694,Exit,54,7,LSR,307925.573,5812859.181,32.74,5.06,38.918,-46.289,-37.81147385,144.8180043
2694,Exit,54,8,LSR,307925.986,5812855.926,32.703,4.362,39.331,-49.544,-37.81150326,144.8180081
2694,Exit,54,9,LSR,307925.918,5812853.702,32.688,4.029,39.263,-51.768,-37.81152327,144.8180068
2694,Exit,54,10,LSR,307922.66,5812828.435,32.48,4.839,36.005,-77.035,-37.81175016,144.8179631
2694,Exit,54,11,LSR,307912.393,5812743.757,31.912,6.318,25.738,-161.713,-37.81251066,144.8178241
2694,Exit,54,12,LSR,307904.44,5812670.907,31.826,5.538,17.785,-234.563,-37.81316512,144.8177144
2694,Exit,55,1,L1,307901.99,5812929.9,32.803,5.445,15.335,24.43,-37.81083195,144.8177553
2694,Exit,55,2,L1,307902.927,5812933.432,32.824,4.668,16.272,27.962,-37.81080034,144.8177669
2694,Exit,55,3,L1,307903.675,5812938.757,32.903,4.53,17.02,33.287,-37.81075253,144.8177768
2694,Exit,56,1,L2,307906.68,5812929.267,32.976,3.734,20.025,23.797,-37.81083864,144.8178084
2694,Exit,56,2,L2,307907.78,5812938.275,32.985,3.738,21.125,32.805,-37.81075774,144.8178233
2694,Exit,57,1,L1,307925.065,5812917.309,32.923,6.481,38.41,11.839,-37.81095021,144.8180139
2694,Exit,57,2,L1,307941.085,5812915.753,32.996,6.526,54.43,10.283,-37.81096759,144.8181954
2694,Enter,58,1,STOP_LINE,307910.945,5812931.866,33.146,0,24.29,26.396,-37.81081613,144.8178575
2694,Enter,58,2,STOP_LINE,307921.961,5812930.539,32.887,0,35.306,25.069,-37.8108304,144.8179822
