3,63,1,5,1,Straight
2,62,1,5,1,Straight
4,57,2,4,2,Straight
5,58,2,4,2,Straight
60,56,2,4,2,Straight
8,58,3,4,3,Right
6,54,2,6,4,Right
1,54,1,6,5,Left
7,62,3,5,6,Left
