1,55,1,7,1,Straight
2,56,1,7,1,Straight
1,60,1,4,1,Left
5,57,3,5,2,Straight
6,58,3,5,2,Straight
9,59,4,6,3,Straight
9,58,4,5,3,Right
8,60,2,4,4,Straight
8,56,2,7,4,Right
4,59,3,6,4,Left
3,59,1,6,5,Right
7,60,3,4,6,Right
