2,55,1,7,1,Straight
3,56,1,7,1,Straight
7,57,3,5,2,Straight
8,58,3,5,2,Straight
11,59,2,8,3,Straight
12,60,2,8,3,Straight
17,64,4,6,4,Straight
16,63,4,6,4,Straight
15,61,4,6,4,Straight
4,63,1,6,5,Right
5,64,1,6,5,Right
9,60,3,8,6,Right
13,56,2,7,7,Right
18,58,4,5,8,Right
