3910Ref,308600.314,5809215.293,10.974,-37.8444348,144.8247007,CENTRE_ROUND_MANHOLE_COVER,,,,,,
3910,Enter,3,2,L2,308605.838,5809089.603,10.826,3.672,5.524,-125.69,-37.845568,144.8247302
3910,Enter,3,3,L2,308603.416,5809062.666,10.751,3.42,3.102,-152.627,-37.84581011,144.8246955
3910,Enter,3,4,L2,308601.695,5809047.899,10.728,3.516,1.381,-167.394,-37.84594275,144.8246721
3910,Enter,3,5,L2,308599.99,5809037.55,10.697,3.505,-0.324,-177.743,-37.8460356,144.82465
3910,Enter,3,6,L2,308598.113,5809028.453,10.666,3.497,-2.201,-186.84,-37.84611714,144.8246262
3910,Enter,3,7,L2,308595.4,5809017.732,10.616,3.533,-4.914,-197.561,-37.84621313,144.8245926
3910,Enter,3,8,L2,308591.942,5809005.941,10.551,3.488,-8.372,-209.352,-37.8463186,144.8245502
3910,Enter,3,9,L2,308587.411,5808993.024,10.499,3.595,-12.903,-222.269,-37.84643399,144.8244953
3910,Enter,3,10,L2,308584.251,5808985.026,10.463,3.72,-16.063,-230.267,-37.84650536,144.8244573
3910,Enter,3,11,L2,308581.612,5808979.098,10.453,3.779,-18.702,-236.195,-37.84655819,144.8244257
3910,Enter,3,12,L2,308573.753,5808963.256,10.455,3.776,-26.561,-252.037,-37.84669923,144.8243323
3910,Enter,3,13,L2,308567.366,5808951.966,10.476,3.826,-32.948,-263.327,-37.84679957,144.8242568
3910,Enter,3,14,L2,308560.986,5808941.945,10.495,3.889,-39.328,-273.348,-37.84688849,144.8241816
3910,Enter,3,15,L2,308550.829,5808927.696,10.518,3.692,-49.485,-287.597,-37.84701469,144.8240625
3910,Enter,4,1,UT,308616.806,5809182.283,11.182,3.24,16.492,-33.01,-37.84473557,144.8248793
3910,Enter,4,2,UT,308611.632,5809119.796,11.014,3.343,11.318,-95.497,-37.84529728,144.824804
3910,Enter,4,3,UT,308607.666,5809089.415,10.901,0.001,7.352,-125.878,-37.84557008,144.8247509
3910,Enter,5,1,L1,308632.134,5809215.611,11.344,3.204,31.82,0.318,-37.84443862,144.8250622
3910,Enter,5,2,L1,308652.171,5809459.669,11.905,3.172,51.857,244.376,-37.84224468,144.8253543
3910,Enter,6,1,L2,308628.834,5809216.726,11.431,3.554,28.52,1.433,-37.84442788,144.825025
3910,Enter,6,2,L2,308639.65,5809348.846,11.92,3.682,39.336,133.553,-37.84324019,144.8251828
3910,Enter,6,3,L2,308643.278,5809390.482,12.034,3.258,42.964,175.189,-37.84286596,144.825235
3910,Enter,6,4,L2,308648.841,5809459.94,11.984,3.51,48.527,244.647,-37.84224154,144.8253166
3910,Enter,7,1,RT1,308625.487,5809217.857,11.423,3.294,25.173,2.564,-37.84441699,144.8249873
3910,Enter,7,2,RT1,308634.101,5809321.69,11.771,3.14,33.787,106.397,-37.84348361,144.8251126
3910,Enter,7,3,RT1,308638.272,5809352.471,11.983,0,37.958,137.178,-37.84320726,144.8251681
3910,Enter,8,1,LT1,308600.04,5809209.444,10.808,4.921,-0.274,-5.849,-37.84448742,144.824696
3910,Enter,8,2,LT1,308595.446,5809208.986,10.73,3.32,-4.868,-6.307,-37.84449058,144.8246437
3910,Enter,8,3,LT1,308592.447,5809209.006,10.683,2.877,-7.867,-6.287,-37.84448977,144.8246097
3910,Enter,8,4,LT1,308570.48,5809210.822,10.585,2.708,-29.834,-4.471,-37.84446881,144.8243607
3910,Enter,8,5,LT1,308554.708,5809211.76,10.652,2.822,-45.606,-3.533,-37.84445705,144.8241818
3910,Enter,8,6,LT1,308530.485,5809210.654,10.674,0,-69.829,-4.639,-37.84446192,144.8239064
3910,Enter,9,1,RT1,308600.49,5809205.04,10.825,3.412,0.176,-10.253,-37.84452718,144.8247
3910,Enter,9,2,RT1,308593.357,5809205.992,10.75,2.985,-6.957,-9.301,-37.84451711,144.8246192
3910,Enter,9,3,RT1,308562.95,5809208.423,10.729,2.926,-37.364,-6.87,-37.84448883,144.8242745
3910,Enter,9,4,RT1,308554.794,5809208.521,10.771,3.672,-45.52,-6.772,-37.84448624,144.8241819
3910,Enter,9,5,RT1,308531.238,5809207.727,10.734,5.835,-69.076,-7.566,-37.84448844,144.8239141
3910,Enter,9,6,RT1,308526.997,5809207.883,10.743,5.831,-73.317,-7.41,-37.84448615,144.823866
3910,Enter,9,7,RT1,308372.772,5809220.395,10.848,5.818,-227.542,5.102,-37.84434106,144.8221177
3910,Enter,9,8,RT1,308366.437,5809220.575,10.877,5.887,-233.877,5.282,-37.84433811,144.8220458
3910,Enter,9,9,RT1,308360.733,5809219.95,10.897,5.835,-239.581,4.657,-37.84434254,144.8219808
3910,Enter,9,10,RT1,308355.336,5809218.5,10.922,5.661,-244.978,3.207,-37.84435446,144.8219192
3910,Enter,9,11,RT1,308349.789,5809216.253,10.941,5.774,-250.525,0.96,-37.84437354,144.8218556
3910,Enter,9,12,RT1,308346.437,5809214.282,10.95,5.754,-253.877,-1.011,-37.84439058,144.821817
3910,Enter,9,13,RT1,308341.729,5809210.659,10.959,5.777,-258.585,-4.634,-37.84442223,144.8217625
3910,Enter,9,14,RT1,308338.168,5809207.079,10.95,5.777,-262.146,-8.214,-37.84445372,144.8217211
3910,Enter,9,15,RT1,308335.401,5809203.495,10.951,5.75,-264.913,-11.798,-37.84448542,144.8216888
3910,Enter,9,16,RT1,308332.381,5809198.27,10.914,5.747,-267.933,-17.023,-37.84453184,144.8216531
3910,Enter,9,17,RT1,308331.134,5809195.252,10.903,5.735,-269.18,-20.041,-37.84455876,144.8216381
3910,Enter,9,18,RT1,308329.985,5809191.644,10.878,5.79,-270.329,-23.649,-37.84459102,144.8216241
3910,Enter,9,19,RT1,308329.217,5809188.182,10.854,5.759,-271.097,-27.111,-37.84462204,144.8216145
3910,Enter,9,20,RT1,308328.76,5809184.817,10.836,5.753,-271.554,-30.476,-37.84465225,144.8216084
3910,Enter,9,21,RT1,308318.318,5809056.67,10.414,5.816,-281.996,-158.623,-37.84580422,144.8214558
3910,Enter,9,22,RT1,308312.994,5809004.083,10.295,7.929,-287.32,-211.21,-37.84627673,144.8213814
3910,Enter,9,23,RT1,308313.596,5809000.43,10.223,6.14,-286.718,-214.863,-37.84630976,144.8213873
3910,Enter,9,24,RT1,308313.573,5808997.828,10.184,5.751,-286.741,-217.465,-37.84633319,144.8213863
3910,Enter,9,25,RT1,308307.861,5808928.054,9.784,5.716,-292.453,-287.239,-37.84696042,144.821303
3910,Enter,9,26,RT1,308307.558,5808922.271,9.819,6.103,-292.756,-293.022,-37.84701244,144.821298
3910,Enter,9,27,RT1,308307.485,5808919.871,9.895,6.564,-292.829,-295.422,-37.84703404,144.8212965
3910,Enter,9,28,RT1,308307.713,5808917.168,9.919,7.095,-292.601,-298.125,-37.84705843,144.8212984
3910,Enter,9,29,RT1,308308.608,5808913.883,9.88,7.418,-291.706,-301.41,-37.84708821,144.8213077
3910,Enter,9,30,RT1,308309.271,5808912.427,9.885,7.402,-291.043,-302.866,-37.84710146,144.8213148
3910,Enter,9,31,RT1,308310.712,5808910.407,9.905,7.33,-289.602,-304.886,-37.84711996,144.8213307
3910,Enter,9,32,RT1,308313.501,5808908.106,9.968,7.243,-286.813,-307.187,-37.84714127,144.8213617
3910,Enter,9,33,RT1,308317.028,5808906.667,10.005,6.876,-283.286,-308.626,-37.84715497,144.8214014
3910,Enter,9,34,RT1,308323.246,5808905.598,9.919,5.859,-277.068,-309.695,-37.84716591,144.8214717
3910,Enter,9,35,RT1,308420.295,5808897.616,10.006,5.839,-180.019,-317.677,-37.84725819,144.8225719
3910,Enter,9,36,RT1,308426.47,5808896.544,10.028,7.337,-173.844,-318.749,-37.84726914,144.8226418
3910,Enter,9,37,RT1,308431.402,5808895.017,10.073,9.911,-168.912,-320.276,-37.84728393,144.8226974
3910,Enter,9,38,RT1,308455.375,5808893.873,10.224,9.88,-144.939,-321.42,-37.84729927,144.8229694
3910,Enter,9,39,RT1,308457.031,5808895,10.234,7.468,-143.283,-320.293,-37.84728947,144.8229885
3910,Enter,9,40,RT1,308458.096,5808896.313,10.242,4.743,-142.218,-318.98,-37.84727787,144.8230009
3910,Enter,9,41,RT1,308458.54,5808897.215,10.243,2.899,-141.774,-318.078,-37.84726984,144.8230062
3910,Enter,9,42,RT1,308458.724,5808898.657,10.233,0,-141.59,-316.636,-37.84725689,144.8230087
3910,Crosswalk,10,1,CROSSWALK,308602.597,5809213.92,10.847,2.261,2.283,-1.373,-37.84444765,144.8247263
3910,Crosswalk,10,2,CROSSWALK,308604.396,5809188.54,10.847,2.562,4.082,-26.753,-37.84467661,144.82474
3910,Crosswalk,11,1,CROSSWALK,308633.444,5809211.944,11.283,2.492,33.13,-3.349,-37.84447192,144.8250761
3910,Crosswalk,11,2,CROSSWALK,308623.19,5809215.357,11.397,2.586,22.876,0.064,-37.84443903,144.8249605
3910,Crosswalk,11,3,CROSSWALK,308617.333,5809216.799,11.229,2.512,17.019,1.506,-37.84442481,144.8248944
3910,Crosswalk,11,4,CROSSWALK,308607.461,5809220.595,10.978,2.554,7.147,5.302,-37.84438855,144.8247833
3910,NA,50,1,STOP_LINE,308623.875,5809218.402,11.398,0,23.561,3.109,-37.84441174,144.8249691
3910,NA,50,2,STOP_LINE,308633.697,5809215.082,11.276,0,33.383,-0.211,-37.84444371,144.8250798
3910,NA,51,1,STOP_LINE,308600.683,5809203.149,10.811,0,0.369,-12.144,-37.84454425,144.8247017
3910,NA,51,2,STOP_LINE,308599.783,5809211.957,10.776,0,-0.531,-3.336,-37.84446474,144.8246938
3910,NA,52,1,STOP_LINE,308607.472,5809184.831,10.888,0,7.158,-30.462,-37.84471066,144.8247739
3910,NA,52,2,STOP_LINE,308618.395,5809181.849,11.229,0,18.081,-33.444,-37.84473981,144.8248972
3910,Exit,53,1,L1,308629.354,5809181.486,11.191,3.182,29.04,-33.807,-37.84474538,144.8250216
3910,Exit,53,2,L1,308619.013,5809056.147,11.039,3.428,18.699,-159.146,-37.84587209,144.8248709
3910,Exit,53,3,L1,308618.128,5809048.328,11.054,3.493,17.814,-166.965,-37.84594233,144.8248588
3910,Exit,53,4,L1,308616.736,5809038.946,11.064,3.439,16.422,-176.347,-37.84602654,144.8248405
3910,Exit,53,5,L1,308614.526,5809027.082,11.104,3.652,14.212,-188.211,-37.84613293,144.8248123
3910,Exit,53,6,L1,308612.484,5809018.111,11.147,3.767,12.17,-197.182,-37.8462133,144.8247867
3910,Exit,53,7,L1,308608.525,5809003.897,11.186,3.653,8.211,-211.396,-37.84634049,144.824738
3910,Exit,53,8,L1,308604.76,5808992.42,11.223,3.614,4.446,-222.873,-37.84644307,144.8246922
3910,Exit,53,9,L1,308600.601,5808981.377,11.223,3.576,0.287,-233.916,-37.84654166,144.824642
3910,Exit,53,10,L1,308594.079,5808966.581,11.169,3.745,-6.235,-248.712,-37.84667355,144.824564
3910,Exit,53,11,L1,308588.889,5808956.142,11.125,3.791,-11.425,-259.151,-37.84676648,144.8245023
3910,Exit,53,12,L1,308580.246,5808940.53,11.049,3.527,-20.068,-274.763,-37.84690528,144.8244
3910,Exit,53,13,L1,308570.905,5808926.187,10.972,3.259,-29.409,-289.106,-37.8470325,144.8242901
3910,Exit,53,14,L1,308565.587,5808918.839,10.908,3.126,-34.727,-296.454,-37.84709756,144.8242278
3910,Exit,54,1,L2,308625.314,5809181.671,11.245,4.843,25,-33.622,-37.84474287,144.8249757
3910,Exit,54,2,L2,308625.538,5809176.046,11.235,3.556,25.224,-39.247,-37.84479358,144.8249768
3910,Exit,54,3,L2,308625.362,5809172.247,11.283,3.301,25.048,-43.046,-37.84482776,144.8249738
3910,Exit,54,4,L2,308616.565,5809065.224,10.96,3.249,16.251,-150.069,-37.84578983,144.8248455
3910,Exit,54,5,L2,308614.608,5809047.826,10.931,3.331,14.294,-167.467,-37.84594611,144.8248187
3910,Exit,54,6,L2,308613.354,5809039.606,10.914,3.454,13.04,-175.687,-37.84601989,144.8248023
3910,Exit,54,7,L2,308610.992,5809027.909,10.943,3.607,10.678,-187.384,-37.84612474,144.8247724
3910,Exit,54,8,L2,308608.192,5809016.446,10.994,3.831,7.878,-198.847,-37.8462274,144.8247375
3910,Exit,54,9,L2,308606.035,5809008.625,11.03,3.721,5.721,-206.668,-37.84629738,144.824711
3910,Exit,54,10,L2,308601.309,5808993.837,11.082,3.842,0.995,-221.456,-37.84642958,144.8246534
3910,Exit,54,11,L2,308597.121,5808982.681,11.071,3.856,-3.193,-232.612,-37.84652918,144.8246028
3910,Exit,54,12,L2,308592.416,5808971.749,11.017,3.772,-7.898,-243.544,-37.84662665,144.8245465
3910,Exit,54,13,L2,308585.728,5808958.033,10.913,3.564,-14.586,-257.26,-37.84674878,144.8244669
3910,Exit,54,14,L2,308579.722,5808946.781,10.911,3.489,-20.592,-268.512,-37.84684887,144.8243957
3910,Exit,54,15,L2,308576.032,5808940.365,10.887,3.667,-24.282,-274.928,-37.84690588,144.8243521
3910,Exit,54,16,L2,308568.126,5808928.004,10.826,3.381,-32.188,-287.289,-37.84701555,144.824259
3910,Exit,54,17,L2,308562.846,5808920.475,10.794,3.243,-37.468,-294.818,-37.84708225,144.8241971
3910,Exit,55,1,L1,308611.83,5809220.272,11.086,5.894,11.516,4.979,-37.84439237,144.8248328
3910,Exit,55,2,L1,308614.017,5809232.258,11.122,3.503,13.703,16.965,-37.84428488,144.8248608
3910,Exit,55,3,L1,308615.277,5809244.196,11.157,2.906,14.963,28.903,-37.84417762,144.8248783
3910,Exit,55,4,L1,308632.927,5809461.235,11.996,3.011,32.613,245.942,-37.84222654,144.8251362
3910,Exit,56,1,L2,308616.234,5809218.569,11.193,3.147,15.92,3.276,-37.84440864,144.8248824
3910,Exit,56,2,L2,308636.02,5809460.983,12.081,3.196,35.706,245.69,-37.84222946,144.8251712
3910,Exit,57,1,L1,308602.931,5809191.685,10.819,6.132,2.617,-23.608,-37.84464798,144.8247242
3910,Exit,57,2,L1,308598.736,5809191.231,10.806,5.512,-1.578,-24.062,-37.84465119,144.8246764
3910,Exit,57,3,L1,308587.838,5809191.817,10.667,5.773,-12.476,-23.476,-37.84464362,144.8245528
3910,Exit,57,4,L1,308559.874,5809194.378,10.725,5.709,-40.44,-20.915,-37.84461469,144.8242358
3910,Exit,57,5,L1,308552.784,5809195.604,10.762,6.419,-47.53,-19.689,-37.84460216,144.8241556
3910,Exit,57,6,L1,308531.95,5809201.085,10.773,5.782,-68.364,-14.208,-37.84454842,144.8239205
3910,Exit,57,7,L1,308528.476,5809201.773,10.767,5.866,-71.838,-13.52,-37.84454149,144.8238812
3910,Exit,57,8,L1,308523.693,5809202.322,10.751,5.779,-76.621,-12.971,-37.84453554,144.823827
3910,Exit,57,9,L1,308368.674,5809214.787,10.881,5.792,-231.64,-0.506,-37.84439071,144.8220697
3910,Exit,57,10,L1,308363.473,5809214.491,10.895,5.781,-236.841,-0.802,-37.84439228,144.8220105
3910,Exit,57,11,L1,308358.681,5809213.526,10.916,5.756,-241.633,-1.767,-37.84439997,144.8219558
3910,Exit,57,12,L1,308354.167,5809211.902,10.944,5.82,-246.147,-3.391,-37.84441364,144.8219041
3910,Exit,57,13,L1,308350.255,5809209.857,10.957,5.854,-250.059,-5.436,-37.84443124,144.8218592
3910,Exit,57,14,L1,308346.358,5809206.977,10.959,5.848,-253.956,-8.316,-37.84445636,144.8218141
3910,Exit,57,15,L1,308342.977,5809203.724,10.954,5.845,-257.337,-11.569,-37.84448495,144.8217749
3910,Exit,57,16,L1,308340.358,5809200.447,10.932,5.869,-259.956,-14.846,-37.84451391,144.8217443
3910,Exit,57,17,L1,308337.881,5809196.271,10.919,5.916,-262.433,-19.022,-37.844551,144.821715
3910,Exit,57,18,L1,308336.385,5809192.71,10.902,5.862,-263.929,-22.583,-37.84458276,144.8216971
3910,Exit,57,19,L1,308335.28,5809188.783,10.874,5.859,-265.034,-26.51,-37.8446179,144.8216835
3910,Exit,57,20,L1,308334.529,5809184.302,10.845,5.829,-265.785,-30.991,-37.8446581,144.8216738
3910,Exit,57,21,L1,308334.193,5809180.427,10.831,5.824,-266.121,-34.866,-37.84469293,144.8216689
3910,Exit,57,22,L1,308322.615,5809038.314,10.504,5.775,-277.699,-176.979,-37.84597045,144.8214998
3910,Exit,57,23,L1,308322.663,5809032.091,10.458,6.865,-277.651,-183.202,-37.84602651,144.8214987
3910,Exit,57,24,L1,308323.101,5809029.046,10.43,8.227,-277.213,-186.247,-37.84605403,144.8215028
3910,Exit,57,25,L1,308323.736,5809026.587,10.418,9.887,-276.578,-188.706,-37.84607631,144.8215094
3910,Exit,57,26,L1,308321.967,5809005.26,10.247,9.771,-278.347,-210.033,-37.84626802,144.8214836
3910,Exit,57,27,L1,308320.244,5809001.787,10.209,6.891,-280.07,-213.506,-37.84629894,144.8214631
3910,Exit,57,28,L1,308319.266,5808997.239,10.173,5.695,-281.048,-218.054,-37.84633969,144.8214508
3910,Exit,57,29,L1,308313.565,5808927.68,9.782,5.714,-286.749,-287.613,-37.84696499,144.8213676
3910,Exit,57,30,L1,308313.553,5808922.461,9.834,5.89,-286.761,-292.832,-37.84701199,144.8213661
3910,Exit,57,31,L1,308313.899,5808920.254,9.919,6.208,-286.415,-295.039,-37.84703194,144.8213695
3910,Exit,57,32,L1,308314.585,5808918.241,9.94,6.803,-285.729,-297.052,-37.84705021,144.8213767
3910,Exit,57,33,L1,308314.47,5808918.357,9.938,6.65,-285.844,-296.936,-37.84704915,144.8213754
3910,Exit,57,34,L1,308316.155,5808915.4,9.898,7.595,-284.159,-299.893,-37.84707613,144.8213938
3910,Exit,57,35,L1,308315.657,5808915.91,9.891,7.239,-284.657,-299.383,-37.84707143,144.8213883
3910,Exit,57,36,L1,308316.532,5808914.878,9.904,7.248,-283.782,-300.415,-37.84708091,144.8213979
3910,Exit,57,37,L1,308317.8,5808913.873,9.973,7.108,-282.514,-301.42,-37.84709023,144.8214121
3910,Exit,57,38,L1,308317.532,5808914.153,9.976,7.359,-282.782,-301.14,-37.84708765,144.8214091
3910,Exit,57,39,L1,308318.893,5808913.272,9.985,6.836,-281.421,-302.021,-37.84709587,144.8214243
3910,Exit,57,40,L1,308321.97,5808911.891,9.993,6.039,-278.344,-303.402,-37.84710896,144.8214589
3910,Exit,57,41,L1,308324.922,5808911.23,9.914,5.691,-275.392,-304.063,-37.84711553,144.8214923
3910,Exit,57,42,L1,308418.803,5808903.482,9.998,5.712,-181.511,-311.811,-37.84720505,144.8225565
3910,Exit,57,43,L1,308424.126,5808903.362,10.023,6.056,-176.188,-311.931,-37.84720725,144.822617
3910,Exit,57,44,L1,308427.118,5808903.544,10.041,6.708,-173.196,-311.749,-37.84720623,144.822651
3910,Exit,57,45,L1,308433.989,5808904.85,10.085,9.981,-166.325,-310.443,-37.84719592,144.8227294
3910,Exit,57,46,L1,308454.365,5808903.867,10.202,9.988,-145.949,-311.426,-37.84720905,144.8229605
3910,Exit,57,47,L1,308456.112,5808902.734,10.211,7.892,-144.202,-312.559,-37.84721962,144.8229801
3910,Exit,57,48,L1,308457.453,5808901.472,10.225,5.501,-142.861,-313.821,-37.84723127,144.822995
3910,Exit,57,49,L1,308458.385,5808900.048,10.234,2.747,-141.929,-315.245,-37.84724429,144.8230052
3910,Exit,57,50,L1,308458.724,5808898.657,10.233,0,-141.59,-316.636,-37.84725689,144.8230087
3910,Enter,58,1,LBL,308608.232,5809184.622,10.943,1.43,7.918,-30.671,-37.84471271,144.8247825
3910,Enter,58,2,LBL,308597.553,5809060.957,10.576,1.427,-2.761,-154.336,-37.84582427,144.8246285
3910,Enter,58,3,LBL,308597.096,5809053.547,10.53,1.435,-3.218,-161.746,-37.84589091,144.8246213
3910,Enter,58,4,LBL,308596.032,5809045.307,10.45,1.444,-4.282,-169.986,-37.8459649,144.8246071
3910,Enter,58,5,LBL,308594.87,5809039.217,10.424,1.446,-5.444,-176.076,-37.84601951,144.8245922
3910,Enter,58,6,LBL,308590.858,5809022.112,10.363,1.445,-9.456,-193.181,-37.84617273,144.8245422
3910,Enter,58,7,LBL,308586.965,5809008.733,10.299,1.441,-13.349,-206.56,-37.84629241,144.8244944
3910,Enter,58,8,LBL,308583.82,5808999.697,10.257,1.433,-16.494,-215.596,-37.84637313,144.8244563
3910,Enter,58,9,LBL,308578.258,5808985.787,10.209,1.427,-22.056,-229.506,-37.84649725,144.8243894
3910,Enter,58,10,LBL,308572.302,5808972.971,10.216,1.416,-28.012,-242.322,-37.84661142,144.8243184
3910,Enter,58,11,LBL,308567.169,5808963.258,10.215,1.394,-33.145,-252.035,-37.84669783,144.8242575
3910,Enter,58,12,LBL,308560.787,5808951.992,10.25,1.365,-39.527,-263.301,-37.84679796,144.824182
3910,Enter,58,13,LBL,308557.716,5808947.337,10.281,1.341,-42.598,-267.956,-37.84683924,144.8241459
3910,Enter,58,14,LBL,308545.848,5808930.686,10.303,1.337,-54.466,-284.607,-37.84698671,144.8240067
3910,Exit,59,1,LBL,308608.466,5809221.574,11.012,1.05,8.152,6.281,-37.84437994,144.8247949
3910,Exit,59,2,LBL,308609.741,5809224.887,11.032,1.078,9.427,9.594,-37.84435037,144.8248103
3910,Exit,59,3,LBL,308611.71,5809232.41,11.054,1.099,11.396,17.117,-37.84428303,144.8248346
3910,Exit,59,4,LBL,308612.425,5809236.511,11.075,1.111,12.111,21.218,-37.84424624,144.8248439
3910,Exit,59,5,LBL,308613.332,5809245.014,11.105,1.112,13.018,29.721,-37.84416985,144.8248564
3910,Exit,59,6,LBL,308630.87,5809461.402,11.946,1.114,30.556,246.109,-37.8422246,144.8251129
3910,Enter,60,1,RT1,308639.621,5809422.772,11.891,8.268,39.307,207.479,-37.84257436,144.825202
3910,Enter,60,2,RT1,308639.937,5809423.882,11.892,8.268,39.623,208.589,-37.84256443,144.8252059
3910,Enter,60,3,RT1,308640.65,5809424.827,11.907,7.002,40.336,209.534,-37.84255607,144.8252143
3910,Enter,60,4,RT1,308641.546,5809427.161,11.901,5.597,41.232,211.868,-37.84253524,144.8252251
3910,Enter,60,5,RT1,308643.271,5809434.852,11.887,3.429,42.957,219.559,-37.84246633,144.8252467
3910,Enter,60,6,RT1,308645.487,5809460.213,12.016,3.219,45.173,244.92,-37.84223838,144.8252786
