2647,Enter,1,1,L1,307280.326,5812386.506,31.536,4.302
2647,Enter,1,2,L1,307311.796,5812384.442,31.670,4.418
2647,Enter,1,3,L1,307360.415,5812380.464,31.833,4.526
2647,Enter,1,4,L1,307364.390,5812379.998,31.818,4.795
2647,Enter,1,5,L1,307366.903,5812378.850,31.782,6.666
2647,Enter,1,6,L1,307382.045,5812377.569,31.751,6.684
2647,Enter,1,7,L1,307384.527,5812378.444,31.774,4.523
2647,Enter,1,8,L1,307428.186,5812374.846,31.600,4.494
2647,Enter,1,9,L1,307430.689,5812373.553,31.562,6.665
2647,Enter,1,10,L1,307514.780,5812366.326,31.253,7.088
2647,Enter,1,11,L1,307555.215,5812363.174,31.327,6.598
2647,Enter,2,1,L2,307280.880,5812390.371,31.633,3.476
2647,Enter,2,2,L2,307301.907,5812389.093,31.721,3.487
2647,Enter,2,3,L2,307332.836,5812386.774,31.840,3.459
2647,Enter,2,4,L2,307485.901,5812373.874,31.720,3.198
2647,Enter,2,5,L2,307508.049,5812372.306,31.387,3.719
2647,Enter,2,6,L2,307555.295,5812368.107,31.473,3.243
2647,Enter,3,1,RT1,307281.329,5812393.793,31.708,3.408
2647,Enter,3,2,RT1,307301.800,5812392.555,31.798,3.408
2647,Enter,3,3,RT1,307324.559,5812390.825,31.885,3.320
2647,Enter,3,4,RT1,307353.318,5812386.753,31.921,0.000
2647,Enter,4,1,LT1,307250.048,5812413.798,31.232,4.327
2647,Enter,4,2,LT1,307244.964,5812414.031,31.237,3.711
2647,Enter,4,3,LT1,307224.771,5812416.517,31.290,3.626
2647,Enter,4,4,LT1,307214.631,5812417.419,31.345,2.558
2647,Enter,5,1,L1,307249.831,5812409.844,31.430,3.536
2647,Enter,5,2,L1,307214.402,5812414.334,31.467,3.642
2647,Enter,6,1,L2,307249.639,5812406.337,31.604,3.472
2647,Enter,6,2,L2,307214.135,5812410.751,31.571,3.531
2647,Enter,7,1,RT1,307249.455,5812402.981,31.772,3.236
2647,Enter,7,2,RT1,307213.886,5812407.410,31.631,3.160
2647,Enter,8,1,L1,307270.823,5812417.353,31.166,3.758
2647,Enter,8,2,L1,307284.469,5812486.073,31.845,5.603
2647,Enter,8,3,L1,307286.557,5812498.810,31.928,5.608
2647,Enter,8,4,L1,307287.473,5812512.313,31.969,5.614
2647,Enter,8,5,L1,307291.588,5812603.173,32.492,5.654
2647,Enter,8,6,L1,307292.235,5812621.993,32.615,5.663
2647,Enter,8,7,L1,307295.832,5812688.419,33.192,5.703
2647,Enter,9,1,L1,307262.575,5812376.584,31.425,5.540
2647,Enter,9,2,L1,307262.534,5812374.842,31.443,5.613
2647,Enter,9,3,L1,307263.743,5812371.793,31.438,5.381
2647,Enter,9,4,L1,307266.294,5812368.431,31.424,5.178
2647,Enter,9,5,L1,307273.714,5812361.015,31.397,4.040
2647,Crosswalk,11,1,CROSSWALK,307259.179,5812379.572,31.404,2.510
2647,Crosswalk,11,2,CROSSWALK,307272.649,5812379.682,31.429,2.564
2647,Crosswalk,12,1,CROSSWALK,307255.713,5812418.805,31.093,2.703
2647,Crosswalk,12,2,CROSSWALK,307265.546,5812415.295,31.211,2.635
2647,Crosswalk,12,3,CROSSWALK,307268.932,5812414.609,31.214,2.605
2647,Crosswalk,12,4,CROSSWALK,307272.371,5812413.235,31.159,2.585
2647,Crosswalk,13,1,CROSSWALK,307253.281,5812417.154,31.116,2.509
2647,Crosswalk,13,2,CROSSWALK,307251.602,5812384.999,31.328,2.466
2647,Crosswalk,14,1,CROSSWALK,307275.134,5812410.128,31.310,2.522
2647,Crosswalk,14,2,CROSSWALK,307278.573,5812398.620,31.610,2.438
2647,Crosswalk,14,3,CROSSWALK,307278.441,5812395.728,31.719,2.517
2647,Crosswalk,14,4,CROSSWALK,307276.730,5812382.422,31.429,2.470
2647,NA,50,1,STOP_LINE,307279.790,5812382.683,31.425,0
2647,NA,50,2,STOP_LINE,307280.625,5812388.643,31.599,0
2647,NA,50,3,STOP_LINE,307281.522,5812395.489,31.748,0
2647,NA,51,1,STOP_LINE,307249.366,5812401.362,31.853,0
2647,NA,51,2,STOP_LINE,307250.167,5812415.982,31.124,0
