17010,NA,50,1,SL,306830.262,5813851.068,40.034,4.056
17010,NA,50,2,SL,306839.742,5813843.081,40.063,3.868
17010,NA,50,3,SL,306866.038,5813819.851,39.913,3.518
17010,NA,51,1,L1,306826.011,5813846.899,39.667,3.466
17010,NA,51,2,L1,306840.535,5813832.632,39.607,3.351
17010,NA,51,3,L1,306854.428,5813817.888,39.498,3.518
17010,NA,51,4,L1,306865.951,5813805.019,39.452,3.538
17010,NA,51,5,L1,306876.221,5813792.937,39.394,3.546
17010,NA,51,6,L1,306887.144,5813779.325,39.351,3.54
17010,NA,51,7,L1,306897.686,5813765.422,39.28,3.444
17010,NA,51,8,L1,306907.176,5813752.237,39.222,3.467
17010,NA,51,9,L1,306918.721,5813735.103,39.148,3.507
17010,NA,51,10,L1,306926.843,5813722.201,39.065,3.478
17010,NA,51,11,L1,306938.21,5813702.851,38.922,3.525
17010,NA,51,12,L1,306944.594,5813691.22,38.839,3.524
17010,NA,51,13,L1,306954.354,5813672.155,38.727,3.491
17010,NA,51,14,L1,306963.2,5813653.25,38.606,3.524
17010,NA,51,15,L1,306969.003,5813639.815,38.515,3.478
17010,NA,51,16,L1,306973.736,5813628.278,38.445,3.441
17010,NA,51,17,L1,306982.029,5813606.128,38.318,3.451
17010,NA,51,18,L1,306986.242,5813594,38.245,3.447
17010,NA,51,19,L1,306991.481,5813577.591,38.171,3.506
17010,NA,51,20,L1,306995.919,5813562.391,38.108,3.475
17010,NA,51,21,L1,306999.016,5813550.501,38.037,3.608
17010,NA,51,22,L1,307006.11,5813519.431,37.82,3.514
17010,NA,51,23,L1,307008.805,5813504.645,37.677,3.486
17010,NA,51,24,L1,307012.543,5813481.099,37.366,3.448
17010,NA,51,25,L1,307015.078,5813462.206,37.098,3.499
17010,NA,51,26,L1,307016.376,5813450.254,36.931,3.484
17010,NA,51,27,L1,307019.538,5813413.959,36.411,3.493
17010,NA,51,28,L1,307022.341,5813373.637,35.855,3.532
17010,NA,51,29,L1,307028.695,5813275.044,34.957,3.544
17010,NA,52,1,L3,306823.536,5813844.471,39.452,3.465
17010,NA,52,2,L3,306838.09,5813830.121,39.395,3.659
17010,NA,52,3,L3,306851.874,5813815.447,39.303,3.548
17010,NA,52,4,L3,306864.092,5813801.79,39.243,3.517
17010,NA,52,5,L3,306872.625,5813791.772,39.194,3.484
17010,NA,52,6,L3,306881.93,5813780.304,39.161,3.517
17010,NA,52,7,L3,306894.771,5813763.508,39.083,3.522
17010,NA,52,8,L3,306903.5,5813751.404,39.03,3.533
17010,NA,52,9,L3,306915.668,5813733.359,38.929,3.514
17010,NA,52,10,L3,306922.7,5813722.277,38.872,3.545
17010,NA,52,11,L3,306934.75,5813701.804,38.727,3.525
17010,NA,52,12,L3,306940.467,5813691.559,38.658,3.492
17010,NA,52,13,L3,306951.215,5813670.571,38.518,3.541
17010,NA,52,14,L3,306960.581,5813650.526,38.395,3.495
17010,NA,52,15,L3,306965.424,5813639.367,38.322,3.453
17010,NA,52,16,L3,306970.493,5813627.04,38.255,3.501
17010,NA,52,17,L3,306978.495,5813605.716,38.124,3.474
17010,NA,52,18,L3,306982.875,5813592.915,38.051,3.628
17010,NA,52,19,L3,306989.897,5813570.659,37.945,3.587
17010,NA,52,20,L3,306994.063,5813556.134,37.878,3.518
17010,NA,52,21,L3,306997.085,5813543.695,37.795,3.207
17010,NA,52,22,L3,307002.321,5813520.273,37.637,3.508
17010,NA,52,23,L3,307004.548,5813508.757,37.54,3.51
17010,NA,52,24,L3,307006.615,5813496.786,37.404,3.469
17010,NA,52,25,L3,307010.042,5813473.897,37.107,3.579
17010,NA,52,26,L3,307012.923,5813449.721,36.811,3.492
17010,NA,52,27,L3,307016.01,5813413.889,36.364,3.553
17010,NA,52,28,L3,307020.801,5813343.668,35.458,3.544
17010,NA,52,29,L3,307025.177,5813274.87,34.916,3.5
17010,NA,53,1,L4,306821.05,5813842.034,39.237,3.495
17010,NA,53,2,L4,306831.739,5813831.524,39.19,3.504
17010,NA,53,3,L4,306847.882,5813814.632,39.099,3.455
17010,NA,53,4,L4,306856.328,5813805.356,39.063,3.466
17010,NA,53,5,L4,306869.892,5813789.616,38.984,3.476
17010,NA,53,6,L4,306884.325,5813771.551,38.927,3.485
17010,NA,53,7,L4,306892.945,5813760.072,38.874,3.501
17010,NA,53,8,L4,306900.036,5813750.218,38.84,3.519
17010,NA,53,9,L4,306913.116,5813730.877,38.721,3.469
17010,NA,53,10,L4,306919.7,5813720.435,38.662,3.495
17010,NA,53,11,L4,306930.306,5813702.575,38.537,3.443
17010,NA,53,12,L4,306937.348,5813689.876,38.458,3.597
17010,NA,53,13,L4,306945.324,5813674.669,38.357,3.372
17010,NA,53,14,L4,306952.755,5813659.225,38.244,3.469
17010,NA,53,15,L4,306962.178,5813638.102,38.118,3.515
17010,NA,53,16,L4,306967.478,5813625.186,38.055,3.461
17010,NA,53,17,L4,306975.185,5813604.615,37.922,3.499
17010,NA,53,18,L4,306982.554,5813582.681,37.828,3.332
17010,NA,53,19,L4,306986.09,5813571.245,37.768,3.351
17010,NA,53,20,L4,306990.97,5813554.166,37.655,3.512
17010,NA,53,21,L4,306993.845,5813542.814,37.581,3.508
17010,NA,53,22,L4,306998.153,5813523.323,37.455,3.43
17010,NA,53,23,L4,307001.109,5813508.06,37.331,3.506
17010,NA,53,24,L4,307003.151,5813496.272,37.217,3.535
17010,NA,53,25,L4,307006.259,5813475.525,36.987,3.459
17010,NA,53,26,L4,307009.423,5813449.397,36.695,3.538
17010,NA,53,27,L4,307011.597,5813425.31,36.443,3.528
17010,NA,53,28,L4,307014.904,5813379.263,35.934,3.502
17010,NA,53,29,L4,307021.674,5813274.696,35.022,3.515
17010,NA,54,1,L5,306818.554,5813839.586,39.035,3.495
17010,NA,54,2,L5,306833.033,5813825.217,38.965,3.478
17010,NA,54,3,L5,306844.569,5813813.058,38.89,3.531
17010,NA,54,4,L5,306855.285,5813801.254,38.854,3.52
17010,NA,54,5,L5,306868.262,5813786.113,38.785,3.491
17010,NA,54,6,L5,306881.566,5813769.408,38.723,3.5
17010,NA,54,7,L5,306890.546,5813757.449,38.67,3.477
17010,NA,54,8,L5,306902.3,5813740.845,38.585,3.431
17010,NA,54,9,L5,306910.248,5813728.893,38.531,3.502
17010,NA,54,10,L5,306918.093,5813716.413,38.45,3.423
17010,NA,54,11,L5,306927.339,5813700.768,38.337,3.503
17010,NA,54,12,L5,306933.049,5813690.516,38.268,3.379
17010,NA,54,13,L5,306942.155,5813673.281,38.157,3.549
17010,NA,54,14,L5,306953.266,5813649.78,38.004,3.462
17010,NA,54,15,L5,306959.508,5813635.523,37.915,3.433
