5263,Enter,1,1,L1,304809.146,5812588.855,36.857,3.851
5263,Enter,1,2,L1,304856.220,5812585.330,36.666,3.605
5263,Enter,1,3,L1,304893.771,5812582.954,36.530,4.439
5263,Enter,1,4,L1,304939.248,5812579.695,36.370,4.801
5263,Enter,1,5,L1,304951.982,5812579.034,36.299,4.366
5263,Enter,1,6,L1,305037.126,5812572.376,36.050,4.279
5263,Enter,1,7,L1,305071.648,5812569.878,35.994,3.959
5263,Enter,1,8,L1,305088.812,5812568.338,35.942,4.289
5263,Enter,2,1,L2,304809.405,5812592.372,36.940,3.201
5263,Enter,2,2,L2,304852.296,5812589.098,36.820,3.410
5263,Enter,2,3,L2,304896.744,5812586.742,36.648,3.544
5263,Enter,2,4,L2,304941.884,5812583.597,36.468,3.298
5263,Enter,2,5,L2,304985.742,5812580.339,36.262,3.404
5263,Enter,2,6,L2,305037.389,5812576.088,36.162,3.163
5263,Enter,2,7,L2,305089.122,5812572.138,36.084,3.334
5263,Enter,3,1,RT1,304809.621,5812595.307,37.012,2.686
5263,Enter,3,2,RT1,304839.518,5812592.975,36.929,2.660
5263,Enter,3,3,RT1,304867.252,5812591.248,36.835,2.636
5263,Enter,3,4,RT1,304896.839,5812588.514,36.679,0.000
5263,Enter,4,1,L1,304775.013,5812607.640,37.102,3.489
5263,Enter,4,2,L1,304679.504,5812615.645,37.478,3.282
5263,Enter,4,3,L1,304614.679,5812622.633,37.766,3.508
5263,Enter,4,4,L1,304563.299,5812627.479,38.047,3.547
5263,Enter,4,5,L1,304508.557,5812632.344,38.341,3.251
5263,Enter,5,1,L2,304774.593,5812604.214,37.150,3.409
5263,Enter,5,2,L2,304683.759,5812611.851,37.561,3.453
5263,Enter,5,3,L2,304613.359,5812619.384,37.835,3.213
5263,Enter,5,4,L2,304508.282,5812629.000,38.451,3.461
5263,Enter,6,1,RT1,304774.204,5812601.036,37.232,2.989
5263,Enter,6,2,RT1,304719.062,5812605.732,37.534,2.710
5263,Enter,6,3,RT1,304683.541,5812610.136,37.607,0.000
5263,Enter,7,1,L1,304782.925,5812580.385,36.792,4.950
5263,Enter,7,2,L1,304782.104,5812577.059,36.741,4.298
5263,Enter,7,3,L1,304781.112,5812570.549,36.713,3.996
5263,Enter,8,1,L1,304799.193,5812614.152,36.786,3.468
5263,Enter,8,2,L1,304800.235,5812624.844,36.699,3.314
5263,Enter,9,1,RT1,304795.088,5812614.760,36.762,4.809
5263,Enter,9,2,RT1,304796.714,5812625.090,36.761,3.786
5263,Enter,10,1,LT1,304800.642,5812574.299,36.507,7.658
5263,Enter,10,2,LT1,304803.757,5812578.140,36.598,7.883
5263,Enter,10,3,LT1,304806.758,5812579.781,36.654,7.436
5263,Enter,10,4,LT1,304809.793,5812580.926,36.704,6.756
