2,52,1,6,1,Straight
3,53,1,6,1,Straight
5,56,2,4,2,Straight
4,55,2,4,2,Straight
9,60,2,5,2,Left
8,56,3,4,3,Right
7,52,3,6,4,Left
6,61,2,7,4,Right
1,61,1,7,5,Left
