5294Ref,306395.195,5810850.043,25.658,-37.829245943,144.800093422,CENTRE_ROUND_MANHOLE_COVER
5294,Enter,1,1,L1,306396.781,5810843.012,25.614,3.099,1.586,-7.031,-37.829309604,144.800109550
5294,Enter,1,2,L1,306455.397,5810838.571,23.449,3.109,60.202,-11.472,-37.829362038,144.800773958
5294,Enter,1,3,L1,306501.694,5810834.426,22.771,4.785,106.499,-15.617,-37.829409190,144.801298562
5294,Enter,1,4,L1,306512.495,5810833.816,22.740,5.215,117.300,-16.227,-37.829416974,144.801421046
5294,Enter,1,5,L1,306526.071,5810834.094,22.746,3.416,130.876,-15.949,-37.829417349,144.801575279
5294,Enter,1,6,L1,306534.258,5810833.737,22.740,3.086,139.063,-16.306,-37.829422301,144.801668148
5294,Enter,1,7,L1,306646.014,5810824.451,23.006,3.101,250.819,-25.592,-37.829529626,144.802934681
5294,Enter,2,1,L1,306379.217,5810847.610,26.006,3.060,-15.978,-2.433,-37.829264465,144.799911338
5294,Enter,2,2,L1,306269.825,5810856.795,24.783,3.601,-125.370,6.752,-37.829158520,144.798671633
5294,NA,50,1,STOP_LINE,306396.893,5810844.559,25.700,0,1.698,-5.484,-37.829295695,144.800111236
5294,NA,50,2,STOP_LINE,306396.669,5810841.465,25.529,0,1.474,-8.578,-37.829323513,144.800107865
5294,NA,51,1,STOP_LINE,306379.084,5810846.086,25.993,0,-16.111,-3.957,-37.829278163,144.799909420
5294,NA,51,2,STOP_LINE,306379.350,5810849.134,26.000,0,-15.845,-0.909,-37.829250767,144.799913256
5294,Crosswalk,52,1,CROSSWALK,306387.820,5810841.673,25.719,3.196,-7.375,-8.370,-37.829319762,144.800007438
5294,Crosswalk,52,2,CROSSWALK,306388.234,5810848.897,25.823,3.143,-6.961,-1.146,-37.829254787,144.800014072
5294,Exit,53,1,L1,306386.335,5810843.565,25.832,3.392,-8.860,-6.478,-37.829302407,144.799991082
5294,Exit,53,2,L1,306276.215,5810852.305,24.387,3.863,-118.980,2.262,-37.829200316,144.798742990
5294,Exit,54,1,L1,306389.689,5810846.680,25.813,3.260,-5.506,-3.363,-37.829275063,144.800030001
5294,Exit,54,2,L1,306486.816,5810839.154,22.815,3.260,91.621,-10.889,-37.829363452,144.801130883
5294,Exit,54,3,L1,306522.757,5810837.617,22.681,3.224,127.562,-12.426,-37.829384917,144.801538590
5294,Exit,54,4,L1,306535.153,5810836.800,22.663,3.144,139.958,-13.243,-37.829394904,144.801679130
5294,Exit,54,5,L1,306646.447,5810827.640,22.389,3.326,251.252,-22.403,-37.829500996,144.802940450
5294,NA,55,1,STOP_LINE,306276.093,5810850.377,24.327,0,-119.102,0.334,-37.829217654,144.798741089
5294,NA,55,2,STOP_LINE,306276.349,5810854.412,24.453,0,-118.846,4.369,-37.829181367,144.798745076
5294,NA,56,1,STOP_LINE,306260.148,5810855.568,24.359,0,-135.047,5.525,-37.829167516,144.798561420
5294,NA,56,2,STOP_LINE,306260.421,5810859.023,24.400,0,-134.774,8.980,-37.829136456,144.798565445
5294,Crosswalk,57,1,CROSSWALK,306267.942,5810851.350,24.315,2.529,-127.253,1.307,-37.829207160,144.798648793
5294,Crosswalk,57,2,CROSSWALK,306268.773,5810858.952,24.705,2.572,-126.422,8.909,-37.829138869,144.798660264
5294,NA,58,1,L1,306266.869,5810853.219,24.321,3.514,-128.326,3.176,-37.829190099,144.798637109
5294,NA,58,2,L1,306240.813,5810855.534,24.266,3.243,-154.382,5.491,-37.829163716,144.798341859
5294,NA,58,3,L1,306175.790,5810860.557,24.305,3.320,-219.405,10.514,-37.829104666,144.797604859
5294,NA,58,4,L1,306090.724,5810867.971,24.218,2.977,-304.471,17.928,-37.829019817,144.796640910
5294,NA,58,5,L1,306045.314,5810871.445,24.256,3.575,-349.881,21.402,-37.828978877,144.796126206
5294,NA,59,1,L1,306260.293,5810857.393,24.384,3.268,-134.902,7.350,-37.829151110,144.798563555
5294,NA,59,2,L1,306177.546,5810863.894,24.440,3.257,-217.649,13.851,-37.829074984,144.797625693
5294,NA,59,3,L1,306102.230,5810870.255,24.339,3.146,-292.965,20.212,-37.829001691,144.796772174
5294,NA,59,4,L1,306087.490,5810871.617,24.351,3.343,-307.705,21.574,-37.828986292,144.796605165
5294,NA,59,5,L1,306079.400,5810873.261,24.298,5.242,-315.795,23.218,-37.828969766,144.796513743
5294,NA,59,6,L1,306072.349,5810873.037,24.331,3.593,-322.846,22.994,-37.828970285,144.796433618
5294,NA,59,7,L1,306051.015,5810874.721,24.355,3.471,-344.180,24.678,-37.828950583,144.796191819
5294,NA,59,8,L1,306048.993,5810874.657,24.358,3.037,-346.202,24.614,-37.828950730,144.796168842
5294,NA,59,9,L1,306045.598,5810874.934,24.363,3.068,-349.597,24.891,-37.828947513,144.796130366
