2513Ref,308497.341,5811515.053,24.487,-37.82370008,144.8241399,CENTRE_SQUARE_MANHOLE_COVER,,,,,,
2513,NA,67,11,L5,308344.706,5811267.985,24.098,3.278,-152.635,-247.068,-37.82589329,144.8223414
2513,NA,67,12,L5,308322.692,5811262.693,24.171,3.348,-174.649,-252.36,-37.82593633,144.82209
2513,NA,67,13,L5,308305.821,5811258.225,24.213,3.333,-191.52,-256.828,-37.82597302,144.8218972
2513,NA,67,14,L5,308286.205,5811252.624,24.263,3.369,-211.136,-262.429,-37.82601935,144.821673
2513,NA,67,15,L5,308272.979,5811248.513,24.31,3.387,-224.362,-266.54,-37.8260536,144.8215218
2513,NA,67,16,L5,308252.427,5811241.794,24.391,3.419,-244.914,-273.259,-37.82610979,144.8212866
2513,NA,67,17,L5,308219.044,5811230.25,24.498,3.419,-278.297,-284.803,-37.82620675,144.8209045
2513,NA,68,1,L4,308709.462,5811311.395,21.476,3.356,212.121,-203.658,-37.82557885,144.8264946
2513,NA,68,2,L4,308594.304,5811308.566,23.254,3.377,96.963,-206.487,-37.82558018,144.8251862
2513,NA,68,3,L4,308540.911,5811307.039,23.717,3.672,43.57,-208.014,-37.82558273,144.8245796
2513,NA,68,4,L4,308448.527,5811306.68,24.408,3.355,-48.814,-208.373,-37.82556657,144.8235305
2513,NA,68,5,L4,308419.106,5811305.271,24.621,3.405,-78.235,-209.782,-37.82557309,144.823196
2513,NA,68,6,L4,308393.547,5811303.049,24.744,3.262,-103.794,-212.004,-37.82558774,144.8229052
2513,NA,68,7,L4,308381.362,5811301.657,24.807,3.298,-115.979,-213.396,-37.82559771,144.8227665
2513,NA,68,8,L4,308366.895,5811299.664,24.886,3.312,-130.446,-215.389,-37.82561263,144.8226017
2513,NA,68,9,L4,308344.345,5811295.931,25.007,3.241,-152.996,-219.122,-37.82564151,144.8223447
2513,NA,68,10,L4,308321.354,5811291.296,25.086,3.208,-175.987,-223.757,-37.82567843,144.8220824
2513,NA,68,11,L4,308299.324,5811286.005,25.164,3.186,-198.017,-229.048,-37.82572145,144.8218308
2513,NA,68,12,L4,308281.704,5811281.212,25.22,3.179,-215.637,-233.841,-37.82576092,144.8216295
2513,NA,68,13,L4,308260.023,5811274.594,25.28,3.388,-237.318,-240.459,-37.82581597,144.8213816
2513,NA,68,14,L4,308239.195,5811267.388,25.325,3.39,-258.146,-247.665,-37.8258765,144.8211431
2513,NA,68,15,L4,308216.347,5811258.686,25.376,3.385,-280.994,-256.367,-37.82595007,144.8208814
2513,NA,69,1,L5,308709.551,5811308.043,21.549,3.348,212.21,-207.01,-37.82560906,144.8264947
2513,NA,69,2,L5,308588.988,5811305.016,23.315,3.467,91.647,-210.037,-37.82561104,144.8251249
2513,NA,69,3,L5,308536.822,5811303.415,23.689,3.331,39.481,-211.638,-37.82561451,144.8245322
2513,NA,69,4,L5,308465.588,5811303.511,24.123,3.37,-31.753,-211.542,-37.8255987,144.8237234
2513,NA,69,5,L5,308447.623,5811303.285,24.254,3.381,-49.718,-211.768,-37.82559696,144.8235193
2513,NA,69,6,L5,308434.276,5811302.806,24.344,3.346,-63.065,-212.247,-37.82559848,144.8233676
2513,NA,69,7,L5,308418.318,5811301.871,24.459,3.283,-79.023,-213.182,-37.82560355,144.8231862
2513,NA,69,8,L5,308393.871,5811299.723,24.588,3.422,-103.47,-215.33,-37.82561776,144.822908
2513,NA,69,9,L5,308367.163,5811296.296,24.728,3.434,-130.178,-218.757,-37.82564302,144.8226039
2513,NA,69,10,L5,308344.74,5811292.664,24.847,3.33,-152.601,-222.389,-37.82567102,144.8223483
2513,NA,69,11,L5,308327.097,5811289.255,24.911,3.147,-170.244,-225.798,-37.82569802,144.822147
2513,NA,69,12,L5,308303.395,5811283.715,24.998,3.219,-193.946,-231.338,-37.82574294,144.8218764
2513,NA,69,13,L5,308285.679,5811278.985,25.053,3.306,-211.662,-236.068,-37.82578181,144.821674
2513,NA,69,14,L5,308274.209,5811275.623,25.106,3.368,-223.132,-239.43,-37.82580969,144.8215429
2513,NA,69,15,L5,308263.386,5811272.126,25.119,3.436,-233.955,-242.927,-37.82583891,144.8214191
2513,NA,69,16,L5,308239.589,5811263.959,25.154,3.325,-257.752,-251.094,-37.82590746,144.8211467
2513,NA,69,17,L5,308216.68,5811255.18,25.222,3.361,-280.661,-259.873,-37.82598172,144.8208843
2513,NA,70,1,L1,308710.262,5811292.249,21.391,3.411,212.921,-222.804,-37.82575146,144.8264986
2513,NA,70,2,L1,308692.258,5811290.876,21.684,3.466,194.917,-224.177,-37.82576005,144.8262938
2513,NA,70,3,L1,308668.744,5811288.63,22.092,3.252,171.403,-226.423,-37.82577535,144.8260262
2513,NA,70,4,L1,308508.116,5811269.032,22.535,3.342,10.775,-246.021,-37.82591816,144.8241971
2513,NA,70,5,L1,308411.465,5811258.688,23.039,3.167,-85.876,-256.365,-37.82599104,144.8230969
2513,NA,70,6,L1,308390.197,5811255.903,23.212,3.169,-107.144,-259.15,-37.82601166,144.8228547
2513,NA,70,7,L1,308369.604,5811252.51,23.368,3.177,-127.737,-262.543,-37.82603789,144.82262
2513,NA,70,8,L1,308354.684,5811249.506,23.488,3.126,-142.657,-265.547,-37.82606182,144.8224498
2513,NA,70,9,L1,308333.835,5811244.477,23.633,3.194,-163.506,-270.576,-37.82610273,144.8222117
2513,NA,70,10,L1,308320.471,5811240.729,23.73,3.19,-176.87,-274.324,-37.82613368,144.822059
2513,NA,70,11,L1,308307.293,5811236.551,23.819,3.229,-190.048,-278.502,-37.82616854,144.8219082
2513,NA,70,12,L1,308286.433,5811229.437,23.978,3.247,-210.908,-285.616,-37.82622823,144.8216695
2513,NA,70,13,L1,308264.058,5811221.262,24.208,3.172,-233.283,-293.791,-37.82629716,144.8214132
2513,NA,70,14,L1,308244.754,5811213.291,24.581,3.229,-252.587,-301.762,-37.8263649,144.8211919
2513,NA,70,15,L1,308222.191,5811203.388,25.386,3.225,-275.15,-311.665,-37.82644935,144.8209331
2513,NA,71,1,L2,308710.165,5811294.366,21.429,0.836,212.824,-220.687,-37.82573237,144.8264981
2513,NA,71,2,L2,308691.993,5811293.387,21.746,1.586,194.652,-221.666,-37.82573738,144.8262915
2513,NA,71,3,L2,308660.607,5811291.176,22.301,3.624,163.266,-223.877,-37.82575071,144.8259345
2513,NA,71,4,L2,308511.132,5811272.723,22.739,3.292,13.791,-242.33,-37.82588555,144.8242324
2513,NA,71,5,L2,308408.741,5811261.538,23.241,3.139,-88.6,-253.515,-37.8259648,144.8230668
2513,NA,71,6,L2,308389.548,5811259.011,23.404,3.172,-107.793,-256.042,-37.82598353,144.8228482
2513,NA,71,7,L2,308369.079,5811255.627,23.552,3.144,-128.262,-259.426,-37.82600971,144.8226148
2513,NA,71,8,L2,308355.187,5811252.889,23.655,3.264,-142.154,-262.164,-37.82603145,144.8224564
2513,NA,71,9,L2,308339.698,5811249.283,23.774,3.254,-157.643,-265.77,-37.82606068,144.8222795
2513,NA,71,10,L2,308319.882,5811243.87,23.928,3.175,-177.459,-271.183,-37.82610527,144.8220531
2513,NA,71,11,L2,308305.603,5811239.37,24.018,3.199,-191.738,-275.683,-37.8261428,144.8218898
2513,NA,71,12,L2,308283.333,5811231.705,24.193,3.109,-214.008,-283.348,-37.82620716,144.8216349
2513,NA,71,13,L2,308261.985,5811223.837,24.422,3.139,-235.356,-291.216,-37.82627353,144.8213904
2513,NA,71,14,L2,308244.819,5811216.799,24.747,3.188,-252.522,-298.254,-37.82633332,144.8211936
2513,NA,71,15,L2,308220.347,5811206.045,25.567,3.132,-276.994,-309.008,-37.82642503,144.8209129
2513,NA,72,1,L3,308710.053,5811296.441,21.482,3.327,212.712,-218.612,-37.82571366,144.8264973
2513,NA,72,2,L3,308663.263,5811294.746,22.384,3.143,165.922,-220.307,-37.82571911,144.8259656
2513,NA,72,3,L3,308596.991,5811290.738,23.111,3.549,99.65,-224.315,-37.82574131,144.825212
2513,NA,72,4,L3,308537.077,5811287.702,23.331,3.337,39.736,-227.351,-37.82575609,144.8245309
2513,NA,72,5,L3,308506.148,5811285.784,23.411,3.392,8.807,-229.269,-37.82576687,144.8241792
2513,NA,72,6,L3,308493.636,5811284.843,23.437,3.277,-3.705,-230.21,-37.82577272,144.8240369
2513,NA,72,7,L3,308468.971,5811282.397,23.5,3.191,-28.37,-232.656,-37.82578957,144.8237562
2513,NA,72,8,L3,308443.796,5811279.311,23.559,3.304,-53.545,-235.742,-37.82581208,144.8234695
2513,NA,72,9,L3,308431.759,5811277.596,23.583,3.304,-65.582,-237.457,-37.825825,144.8233324
2513,NA,72,10,L3,308412.412,5811274.568,23.59,3.24,-84.929,-240.485,-37.82584821,144.8231119
2513,NA,72,11,L3,308396.473,5811271.775,23.644,3.308,-100.868,-243.278,-37.82587002,144.8229302
2513,NA,72,12,L3,308372.763,5811267.166,23.694,3.324,-124.578,-247.887,-37.82590656,144.8226597
2513,NA,72,13,L3,308349.527,5811262.236,23.733,3.378,-147.814,-252.817,-37.82594608,144.8223946
2513,NA,72,14,L3,308318.083,5811254.565,23.829,3.367,-179.258,-260.488,-37.82600856,144.8220355
2513,NA,72,15,L3,308302.484,5811250.33,23.88,3.284,-194.857,-264.723,-37.82604343,144.8218573
2513,NA,72,16,L3,308271.521,5811241.015,23.971,3.282,-225.82,-274.038,-37.82612082,144.8215032
2513,NA,72,17,L3,308253.315,5811235.015,24.026,3.255,-244.026,-280.038,-37.82617104,144.8212949
2513,NA,72,18,L3,308219.701,5811223.33,24.156,3.322,-277.64,-291.723,-37.82626921,144.8209101
2513,NA,73,1,L4,308709.864,5811299.787,21.566,3.374,212.523,-215.266,-37.82568348,144.8264961
2513,NA,73,2,L4,308675.305,5811298.592,22.225,3.421,177.964,-216.461,-37.825687,144.8261034
2513,NA,73,3,L4,308655.506,5811297.68,22.567,3.465,158.165,-217.373,-37.82569106,144.8258783
2513,NA,73,4,L4,308541.474,5811291.313,23.493,3.36,44.133,-223.74,-37.82572449,144.8245818
2513,NA,73,5,L4,308505.708,5811289.097,23.581,3.278,8.367,-225.956,-37.82573694,144.8241751
2513,NA,73,6,L4,308493.118,5811288.114,23.632,3.335,-4.223,-226.939,-37.82574315,144.8240319
2513,NA,73,7,L4,308470.013,5811285.858,23.678,3.475,-27.328,-229.195,-37.82575862,144.8237689
2513,NA,73,8,L4,308446.542,5811283.054,23.717,3.424,-50.799,-231.999,-37.82577895,144.8235017
2513,NA,73,9,L4,308431.251,5811280.899,23.742,3.379,-66.09,-234.154,-37.82579515,144.8233275
2513,NA,73,10,L4,308407.514,5811277.117,23.768,3.387,-89.827,-237.936,-37.82582423,144.823057
2513,NA,73,11,L4,308376.415,5811271.322,23.864,3.416,-120.926,-243.731,-37.82586989,144.8227023
2513,NA,73,12,L4,308348.762,5811265.507,23.92,3.341,-148.579,-249.546,-37.82591646,144.8223868
2513,NA,73,13,L4,308320.352,5811258.627,24.008,3.389,-176.989,-256.426,-37.82597246,144.8220623
2513,NA,73,14,L4,308301.596,5811253.532,24.058,3.362,-195.745,-261.521,-37.8260144,144.821848
2513,NA,73,15,L4,308274.142,5811245.342,24.144,3.359,-223.199,-269.711,-37.8260824,144.8215341
2513,NA,73,16,L4,308253.382,5811238.536,24.214,3.365,-243.959,-276.517,-37.82613934,144.8212966
2513,NA,73,17,L4,308219.375,5811226.765,24.344,3.366,-277.966,-288.288,-37.82623821,144.8209073
