3906Ref,308600.314,5809215.293,10.974,-37.8444348,144.8247007,CENTRE_ROUND_MANHOLE_COVER,,,,,,
3906,Enter,1,1,L1,308653.849,5809714.399,15.094,3.054,53.535,499.106,-37.83995077,144.8254408
3906,Enter,1,2,L1,308632.927,5809461.235,11.996,3.013,32.613,245.942,-37.84222654,144.8251362
3906,Enter,2,1,L2,308656.926,5809712.578,15.186,3.376,56.612,497.285,-37.83996782,144.8254752
3906,Enter,2,2,L2,308636.02,5809460.983,12.081,3.196,35.706,245.69,-37.84222946,144.8251712
3906,Enter,3,1,RT1,308660.083,5809710.709,15.27,3.217,59.769,495.416,-37.83998531,144.8255106
3906,Enter,3,2,RT1,308654.9,5809647.703,14.98,3.069,54.586,432.41,-37.8405517,144.8254351
3906,Enter,3,3,RT1,308650.507,5809616.15,14.676,0.02,50.193,400.857,-37.84083496,144.8253768
3906,Enter,4,1,LT1,308679.137,5809747.742,15.139,3.425,78.823,532.449,-37.83965577,144.8257368
3906,Enter,4,2,LT1,308682.05,5809783.091,14.983,3.143,81.736,567.798,-37.839338,144.8257792
3906,Enter,5,1,L1,308675.683,5809747.404,15.249,3.387,75.369,532.111,-37.83965809,144.8256975
3906,Enter,5,2,L1,308678.714,5809783.361,15.109,3.553,78.4,568.068,-37.83933487,144.8257414
3906,Enter,6,1,L2,308672.389,5809747.081,15.352,3.138,72.075,531.788,-37.83966031,144.82566
3906,Enter,6,2,L2,308675.341,5809783.635,15.221,3.214,75.027,568.342,-37.8393317,144.8257032
3906,Enter,7,1,LT1,308684.54,5809718.392,15.448,6.521,84.226,503.099,-37.83992125,144.8257904
3906,Enter,7,2,LT1,308686.225,5809718.875,15.444,5.747,85.911,503.582,-37.83991725,144.8258097
3906,Enter,7,3,LT1,308691.266,5809719.627,15.424,3.929,90.952,504.334,-37.83991153,144.8258671
3906,Enter,7,4,LT1,308696.212,5809719.771,15.414,3.366,95.898,504.478,-37.83991127,144.8259233
3906,Enter,7,5,LT1,308710.805,5809719.201,15.353,2.658,110.491,503.908,-37.83991947,144.8260889
3906,Enter,7,6,LT1,308724.431,5809718.216,15.294,2.916,124.117,502.923,-37.8399312,144.8262434
3906,Enter,7,7,LT1,308764.013,5809716.129,15.076,5.41,163.699,500.836,-37.8399583,144.8266924
3906,Enter,7,8,LT1,308961.674,5809699.131,14.724,5.275,361.36,483.838,-37.84015281,144.8289327
3906,Enter,8,1,RT1,308685.157,5809723.857,15.381,4.134,84.843,508.564,-37.83987215,144.8257988
3906,Enter,8,2,RT1,308764.235,5809718.825,15.025,0,163.921,503.532,-37.83993406,144.8266956
3906,Crosswalk,9,1,CROSSWALK,308680.108,5809711.718,15.452,2.534,79.794,496.425,-37.83998043,144.8257383
3906,Crosswalk,9,2,CROSSWALK,308683.419,5809741.096,15.045,2.553,83.105,525.803,-37.83971652,144.8257837
3906,Crosswalk,10,1,CROSSWALK,308651.573,5809719.192,15.022,2.362,51.259,503.899,-37.83990712,144.8254162
3906,Crosswalk,10,2,CROSSWALK,308675.458,5809705.644,15.497,2.267,75.144,490.351,-37.84003416,144.8256839
3906,NA,50,1,STOP_LINE,308651.277,5809715.922,14.997,0,50.963,500.629,-37.83993651,144.825412
3906,NA,50,2,STOP_LINE,308661.625,5809709.796,15.321,0,61.311,494.503,-37.83999386,144.8255279
3906,NA,51,1,STOP_LINE,308684.155,5809714.99,15.49,0,83.841,499.697,-37.83995181,144.8257851
3906,NA,51,2,STOP_LINE,308685.39,5809725.919,15.294,0,85.076,510.626,-37.83985363,144.825802
3906,NA,52,1,STOP_LINE,308670.805,5809746.926,15.4,0,70.491,531.633,-37.83966137,144.8256419
3906,NA,52,2,STOP_LINE,308680.88,5809747.913,15.089,0,80.566,532.62,-37.83965459,144.8257566
3906,Exit,53,1,L1,308672.793,5809705.91,15.58,4.316,72.479,490.617,-37.8400312,144.8256537
3906,Exit,53,2,L1,308671.54,5809697.45,15.5,3.195,71.226,482.157,-37.84010714,144.8256372
3906,Exit,53,3,L1,308652.171,5809459.669,11.905,3.172,51.857,244.376,-37.84224468,144.8253543
3906,Exit,54,1,L2,308669.156,5809708.074,15.618,3.25,68.842,492.781,-37.84001095,144.8256129
3906,Exit,54,2,L2,308648.841,5809459.94,11.984,3.511,48.527,244.647,-37.84224154,144.8253166
3906,Exit,55,1,RT1,308653.045,5809534.06,13.154,0,52.731,318.767,-37.84157485,144.8253839
3906,Exit,55,2,RT1,308649.364,5809507.47,12.639,3.074,49.05,292.177,-37.84181356,144.8253351
3906,Exit,55,3,RT1,308645.487,5809460.213,12.016,3.219,45.173,244.92,-37.84223838,144.8252786
3906,Exit,56,1,L1,308656.354,5809746.298,15.091,2.566,56.04,531.005,-37.83966399,144.8254777
3906,Exit,56,2,L1,308659.614,5809784.91,14.899,2.761,59.3,569.617,-37.83931691,144.8255249
3906,Exit,57,1,L2,308659.279,5809746.076,15.189,3.307,58.965,530.783,-37.83966661,144.8255108
3906,Exit,57,2,L2,308660.74,5809760.555,15.107,3.307,60.426,545.262,-37.83953651,144.8255312
3906,Exit,57,3,L2,308662.661,5809784.663,15.048,3.352,62.347,569.37,-37.83931978,144.8255594
3906,Exit,58,1,L3,308661.559,5809750.302,15.2,0,61.245,535.009,-37.83962902,144.8255378
3906,Exit,58,2,L3,308664.855,5809773.917,15.19,2.723,64.541,558.624,-37.83941702,144.8255815
3906,Exit,58,3,L3,308665.969,5809784.394,15.198,3.284,65.655,569.101,-37.83932289,144.8255969
3906,Exit,59,1,L1,308684.963,5809732.768,15.2,11.721,84.649,517.475,-37.83979186,144.825799
3906,Exit,59,2,L1,308686.269,5809731.549,15.218,11.368,85.955,516.256,-37.83980311,144.8258135
3906,Exit,59,3,L1,308691.511,5809729.46,15.221,8.091,91.197,514.167,-37.83982302,144.8258725
3906,Exit,59,4,L1,308698.39,5809727.737,15.198,5.819,98.076,512.444,-37.83983998,144.8259502
3906,Exit,59,5,L1,308707.276,5809726.227,15.223,4.161,106.962,510.934,-37.83985545,144.8260507
3906,Exit,59,6,L1,308734.197,5809724.013,15.077,3.996,133.883,508.72,-37.83988103,144.8263558
3906,Exit,59,7,L1,308764.464,5809721.088,14.935,4.549,164.15,505.795,-37.83991373,144.8266988
3906,Exit,59,8,L1,308848.93,5809713.69,14.556,4.701,248.616,498.397,-37.83999806,144.8276561
3906,Exit,59,9,L1,308962.186,5809704.004,14.602,4.524,361.872,488.711,-37.84010903,144.8289398
3906,Enter,60,1,LBL,308651.828,5809715.594,15.023,1.166,51.514,500.301,-37.83993958,144.8254181
3906,Enter,60,2,LBL,308630.87,5809461.402,11.946,1.114,30.556,246.109,-37.8422246,144.8251129
3906,Enter,61,1,LBL,308654.43,5809746.455,14.993,1.296,54.116,531.162,-37.83966218,144.8254559
3906,Enter,61,2,LBL,308657.59,5809785.074,14.825,1.297,57.276,569.781,-37.83931501,144.825502
