3907Ref,308694.624,5809855.117,15.310,-37.838691927,144.825941074,CENTRE_ROUND_MANHOLE_COVER
3907,Enter,1,1,L1,308662.674,5809823.954,14.925,2.85,-31.950,-31.163,-37.838965899,144.825569980
3907,Enter,1,2,L1,308659.614,5809784.91,14.899,2.764,-35.010,-70.207,-37.839316913,144.825524900
3907,Enter,2,1,L2,308665.828,5809823.858,15.123,3.451,-28.796,-31.259,-37.838967426,144.825605774
3907,Enter,2,2,L2,308662.661,5809784.663,15.048,3.352,-31.963,-70.454,-37.839319777,144.825559439
3907,Enter,3,1,RT1,308669.639,5809823.744,15.267,4.13,-24.985,-31.373,-37.838969252,144.825649025
3907,Enter,3,2,RT1,308668.61,5809816.692,15.22,3.264,-26.014,-38.425,-37.839032551,144.825635473
3907,Enter,3,3,RT1,308665.969,5809784.394,15.198,3.285,-28.655,-70.723,-37.839322893,144.825596936
3907,Enter,4,1,LT1,308688.709,5809861.62,15.438,3.734,-5.915,6.503,-37.838632117,144.825875618
3907,Enter,4,2,LT1,308688.945,5809867.532,15.438,3.241,-5.679,12.415,-37.838578919,144.825879862
3907,Enter,4,3,LT1,308691.972,5809907.018,15.724,2.908,-2.652,51.901,-37.838223917,144.825924682
3907,Enter,4,4,LT1,308691.517,5809914.68,15.827,0.764,-3.107,59.563,-37.838154813,144.825921541
3907,Enter,4,5,LT1,308691.537,5809919.661,15.856,0.009,-3.087,64.544,-37.838109955,144.825923085
3907,Enter,5,1,L1,308685.048,5809861.357,15.565,3.518,-9.576,6.240,-37.838633717,144.825833971
3907,Enter,5,2,L1,308699.286,5810038.516,16.453,3.505,4.662,183.399,-37.837041096,144.826042521
3907,Enter,5,3,L1,308703.777,5810098.773,16.801,2.837,9.153,243.656,-37.836499324,144.826109457
3907,Enter,6,1,L2,308681.5,5809861.103,15.625,3.513,-13.124,5.986,-37.838635261,144.825793610
3907,Enter,6,2,L2,308697.886,5810063.308,16.648,3.264,3.262,208.191,-37.836817509,144.826033178
3907,Enter,6,3,L2,308698.138,5810068.705,16.694,3.624,3.514,213.588,-37.836768953,144.826037467
3907,Enter,6,4,L2,308700.57,5810099.034,16.901,3.599,5.946,243.917,-37.836496301,144.826073106
3907,Enter,7,1,RT1,308678.089,5809860.858,15.549,3.253,-16.535,5.741,-37.838636752,144.825754807
3907,Enter,7,2,RT1,308688.507,5809991.087,16.354,3.202,-6.117,135.970,-37.837466011,144.825907565
3907,Enter,7,3,RT1,308692.545,5810020.343,16.471,0,-2.079,165.226,-37.837203360,144.825961160
3907,Enter,8,1,LT1,308694.3,5809835.253,15.431,4.632,-0.324,-19.864,-37.838870767,144.825932140
3907,Enter,8,2,LT1,308698.09,5809835.507,15.421,3.469,3.466,-19.610,-37.838869275,144.825975250
3907,Enter,8,3,LT1,308721.801,5809833.646,15.315,3.246,27.177,-21.471,-37.838891009,144.826244040
3907,Enter,9,1,L1RT1,308694.916,5809839.309,15.397,3.502,0.292,-15.808,-37.838834366,144.825940209
3907,Enter,9,2,L1RT1,308721.996,5809837.043,15.239,3.565,27.372,-18.074,-37.838860454,144.826247153
3907,Enter,10,1,L1,308653.692,5809847.435,15.004,4.447,-40.932,-7.682,-37.838752530,144.825474184
3907,Enter,10,2,L1,308596.377,5809851.74,15.423,4.448,-98.247,-3.377,-37.838701731,144.824824407
3907,Enter,10,3,L1,308491.257,5809860.39,16.25,4.757,-203.367,5.273,-37.838601757,144.823632870
3907,Crosswalk,12,1,CROSSWALK,308656.947,5809851.005,15.048,2.408,-37.677,-4.112,-37.838721059,144.825512095
3907,Crosswalk,12,2,CROSSWALK,308656.003,5809838.847,14.915,2.373,-38.621,-16.270,-37.838830364,144.825498158
3907,Crosswalk,13,1,CROSSWALK,308690.407,5809830.96,15.462,2.578,-4.217,-24.157,-37.838908616,144.825886793
3907,Crosswalk,13,2,CROSSWALK,308694.127,5809854.19,15.315,2.524,-0.497,-0.927,-37.838700172,144.825935184
3907,Crosswalk,14,1,CROSSWALK,308660.264,5809827.15,14.884,2.525,-34.360,-27.967,-37.838936609,144.825543455
3907,Crosswalk,14,2,CROSSWALK,308672.343,5809826.78,15.363,2.401,-22.281,-28.337,-37.838942475,144.825680537
3907,Crosswalk,14,3,CROSSWALK,308677.246,5809825.947,15.429,2.55,-17.378,-29.170,-37.838951006,144.825735999
3907,Crosswalk,14,4,CROSSWALK,308685.764,5809825.559,15.575,2.379,-8.860,-29.558,-37.838956287,144.825832634
3907,Crosswalk,15,1,CROSSWALK,308661.942,5809857.285,15.128,2.314,-32.682,2.168,-37.838665545,144.825570484
3907,Crosswalk,15,2,CROSSWALK,308670.229,5809857.231,15.372,2.266,-24.395,2.114,-37.838667770,144.825664583
3907,Crosswalk,15,3,CROSSWALK,308691.665,5809858.722,15.315,2.484,-2.959,3.605,-37.838658838,144.825908422
3907,Exit,50,1,LT1,308683.015,5809813.68,15.193,0.048,-11.609,-41.437,-37.839062701,144.825798272
3907,Exit,50,2,LT1,308683.516,5809801.401,15.088,2.977,-11.108,-53.716,-37.839173398,144.825800714
3907,Exit,50,3,LT1,308682.05,5809783.091,14.983,3.14,-12.574,-72.026,-37.839338002,144.825779222
3907,Exit,51,1,L1,308682.712,5809824.484,15.376,4.839,-11.912,-30.633,-37.838965329,144.825797689
3907,Exit,51,2,L1,308681.894,5809821.027,15.348,3.842,-12.730,-34.090,-37.838996294,144.825787485
3907,Exit,51,3,L1,308681.274,5809816.663,15.283,3.299,-13.350,-38.454,-37.839035469,144.825779289
3907,Exit,51,4,L1,308680.991,5809810.867,15.235,3.654,-13.633,-44.250,-37.839087612,144.825774542
3907,Exit,51,5,L1,308678.714,5809783.361,15.109,3.554,-15.910,-71.756,-37.839334871,144.825741407
3907,Exit,52,1,L2,308678.682,5809824.622,15.395,3.134,-15.942,-30.495,-37.838963241,144.825751957
3907,Exit,52,2,L2,308675.341,5809783.635,15.221,3.215,-19.283,-71.482,-37.839331695,144.825703172
3907,NA,53,1,STOP_LINE,308659.989,5809824.033,14.875,0,-34.635,-31.084,-37.838964625,144.825539508
3907,NA,53,2,STOP_LINE,308671.723,5809823.682,15.347,0,-22.901,-31.435,-37.838970247,144.825672676
3907,NA,54,1,STOP_LINE,308653.447,5809845.198,15.025,0,-41.177,-9.919,-37.838772627,144.825470810
3907,NA,54,2,STOP_LINE,308653.938,5809849.671,14.983,0,-40.686,-5.446,-37.838732443,144.825477569
3907,NA,55,1,STOP_LINE,308676.45,5809860.74,15.46,0,-18.174,5.623,-37.838637471,144.825736162
3907,NA,55,2,STOP_LINE,308690.595,5809861.756,15.357,0,-4.029,6.639,-37.838631287,144.825897073
3907,NA,56,1,STOP_LINE,308693.947,5809832.929,15.452,0,-0.677,-22.188,-37.838891625,144.825927517
3907,NA,56,2,STOP_LINE,308695.179,5809841.04,15.383,0,0.555,-14.077,-37.838818830,144.825943653
3907,EXIT,57,1,LBL,308662.979,5809858.445,15.174,1.298,-31.645,3.328,-37.838655315,144.825582567
3907,EXIT,57,2,LBL,308683.053,5810100.462,16.54,1.299,-11.571,245.345,-37.836479765,144.825874552
3907,EXIT,58,1,L1,308665.311,5809858.421,15.241,3.347,-29.313,3.304,-37.838656021,144.825609045
3907,EXIT,58,2,L1,308685.076,5810100.297,16.591,2.759,-9.548,245.180,-37.836481676,144.825897483
3907,Exit,59,1,L2,308668.562,5809858.376,15.324,3.135,-26.062,3.259,-37.838657108,144.825645954
3907,Exit,59,2,L2,308683.003,5810038.689,16.2,3.164,-11.621,183.572,-37.837036122,144.825857647
3907,Exit,59,3,L2,308687.741,5810094.688,16.631,3.455,-6.883,239.571,-37.836532753,144.825926264
