1,55,1,7,1,Straight
2,56,1,7,1,Straight
5,52,3,5,2,Straight
6,51,3,5,2,Straight
9,50,2,8,3,Straight
10,56,2,7,3,Right
11,57,4,6,4,Straight
12,51,4,5,4,Right
3,57,1,6,5,Right
7,50,3,8,6,Right
11,55,4,7,6,Left
