60,61,1,6,1,Straight
1,56,1,6,1,Straight
2,57,1,6,1,Straight
5,53,3,4,2,Straight
6,54,3,4,2,Straight
8,57,2,6,3,Right
7,53,2,4,4,Left
3,59,1,5,4,Right
4,59,3,5,5,Left
