3904,Enter,1,1,L1LT1,306841.445,5808917.142,15.805,5.03
3904,Enter,1,2,L1LT1,307041.199,5808892.012,15.366,4.851
3904,Enter,2,1,L2,306840.634,5808921.478,15.926,3.381
3904,Enter,2,2,L2,307041.711,5808895.998,15.495,3.188
3904,Enter,3,1,RT1,306839.97,5808925.022,16.045,3.483
3904,Enter,3,2,RT1,306872.511,5808920.9,16.07,3.29
3904,Enter,3,3,RT1,306911.5,5808914.114,15.78,0.005
3904,Enter,4,1,L1,306805.705,5808941.251,16.268,4.416
3904,Enter,4,2,L1,306727.301,5808951.048,16.497,3.75
3904,Enter,4,3,L1,306715.254,5808952.737,16.483,3.513
3904,Enter,4,4,L1,306697.951,5808955.669,16.575,3.473
3904,Enter,4,5,L1,306664.47,5808962.435,16.656,3.449
3904,Enter,4,6,L1,306561.071,5808985.716,16.919,3.553
3904,Enter,4,7,L1,306529.022,5808992.599,16.825,3.361
3904,Enter,5,1,L2,306805.128,5808937.291,16.291,3.59
3904,Enter,5,2,L2,306731.728,5808946.637,16.609,3.75
3904,Enter,5,3,L2,306712.519,5808949.584,16.592,3.581
3904,Enter,5,4,L2,306694.348,5808952.778,16.687,3.553
3904,Enter,5,5,L2,306661.975,5808959.388,16.768,3.557
3904,Enter,5,6,L2,306563.233,5808981.618,16.84,3.511
3904,Enter,5,7,L2,306528.295,5808989.161,16.745,3.667
3904,Enter,6,1,RT1,306804.637,5808933.933,16.309,3.199
3904,Enter,6,2,RT1,306758.426,5808939.622,16.625,3.12
3904,Enter,6,3,RT1,306726.877,5808945.482,16.66,0.001
3904,Enter,7,1,RT1,306815.866,5808913.907,15.677,3.145
3904,Enter,7,2,RT1,306814.294,5808900.181,15.974,3.248
3904,Enter,8,1,LT1,306825.705,5808953.191,16.083,3.928
3904,Enter,8,2,LT1,306825.727,5808956.156,16.072,3.552
3904,Enter,8,3,LT1,306826.429,5808964.501,16.053,3.693
3904,Enter,9,1,L1RT1,306821.956,5808953.395,16.131,3.554
3904,Enter,9,2,L1RT1,306822.82,5808964.793,16.119,3.544
3904,NA,50,1,STOP_LINE,306820.182,5808953.492,16.17,0
3904,NA,50,2,STOP_LINE,306823.731,5808953.298,16.092,0
3904,NA,50,3,STOP_LINE,306827.679,5808953.083,16.075,0
3904,NA,51,1,STOP_LINE,306804.406,5808932.35,16.318,0
3904,NA,51,2,STOP_LINE,306806.024,5808943.436,16.256,0
3904,NA,52,1,STOP_LINE,306809.763,5808914.788,15.671,0
3904,NA,52,2,STOP_LINE,306817.422,5808913.682,15.678,0
3904,NA,53,1,STOP_LINE,306839.633,5808926.825,16.101,0
3904,NA,53,2,STOP_LINE,306841.931,5808914.547,15.747,0
3904,Exit,54,1,L1,306817.145,5808953.529,16.146,6.024
3904,Exit,54,2,L1,306818.391,5808965.186,16.078,5.37
3904,Enter,55,1,LT1,306814.919,5808959.51,16.076,5.781
3904,Enter,55,2,LT1,306811.684,5808955.355,16.1,5.781
3904,Enter,55,3,LT1,306806.376,5808951.648,16.128,4.878
3904,Enter,55,4,LT1,306803.231,5808950.078,16.135,4.575
3904,Enter,55,5,LT1,306799.079,5808948.632,16.147,4.055
3904,Enter,55,6,LT1,306793.432,5808947.747,16.176,3.629
3904,Enter,55,7,LT1,306788.953,5808947.967,16.201,3.1
3904,Enter,55,8,LT1,306766.734,5808950.575,16.331,2.894
3904,Enter,55,9,LT1,306726.742,5808954.171,16.421,0.005
3904,Enter,56,1,LBL,306807.704,5808943.994,16.239,1.499
3904,Enter,56,2,LBL,306785.067,5808946.447,16.257,0.755
3904,Enter,56,3,LBL,306731.261,5808952.994,16.422,1.044
3904,Enter,56,4,LBL,306715.814,5808955.128,16.439,1.385
3904,Enter,56,5,LBL,306700.469,5808957.703,16.52,1.455
3904,Enter,56,6,LBL,306669.69,5808963.81,16.605,1.444
3904,Enter,56,7,LBL,306560.235,5808988.46,16.954,1.447
3904,Enter,56,8,LBL,306529.521,5808994.961,16.874,1.47
3904,Exit,57,1,LBL,306802.589,5808918.814,15.696,1.365
3904,Exit,57,2,LBL,306761.553,5808923.892,15.79,1.197
3904,Exit,57,3,LBL,306744.105,5808926.282,15.818,1.384
3904,Exit,57,4,LBL,306717.463,5808930.755,15.892,1.241
3904,Exit,57,5,LBL,306679.284,5808937.707,15.999,1.469
3904,Exit,57,6,LBL,306656.963,5808942.495,16.066,1.574
3904,Exit,57,7,LBL,306557.95,5808965.25,16.287,1.47
3904,Exit,57,8,LBL,306524.725,5808972.282,16.326,1.508
3904,Exit,58,1,L1,306802.887,5808921.939,15.807,4.912
3904,Exit,58,2,L1,306762.043,5808926.98,15.917,5.054
3904,Exit,58,3,L1,306741.61,5808929.845,15.974,4.9
3904,Exit,58,4,L1,306710.176,5808935.013,16.014,4.582
3904,Exit,58,5,L1,306677.662,5808940.886,16.083,4.177
3904,Exit,58,6,L1,306658.392,5808944.801,16.129,3.561
3904,Exit,58,7,L1,306570.474,5808965.022,16.356,3.576
3904,Exit,58,8,L1,306525.247,5808974.746,16.409,3.53
3904,Exit,59,1,L2,306803.473,5808925.952,15.953,3.199
3904,Exit,59,2,L2,306758.605,5808931.598,16.067,3.219
3904,Exit,59,3,L2,306732.116,5808935.452,16.119,3.343
3904,Exit,59,4,L2,306703.94,5808940.253,16.171,3.754
3904,Exit,59,5,L2,306660.904,5808948.111,16.247,3.893
3904,Exit,59,6,L2,306618.399,5808957.462,16.356,3.589
3904,Exit,59,7,L2,306571.022,5808968.485,16.461,3.426
3904,Exit,59,8,L2,306542.137,5808974.861,16.527,3.57
3904,Exit,59,9,L2,306525.975,5808978.192,16.51,3.515
3904,Exit,60,1,L1,306827.87,5808912.174,15.736,9.287
3904,Exit,60,2,L1,306825.793,5808908.814,15.779,6.244
3904,Exit,60,3,L1,306824.509,5808899.204,15.974,6.582
3904,Exit,61,1,L2,306820.334,5808913.262,15.681,5.878
3904,Exit,61,2,L2,306818.567,5808899.756,15.958,5.347
3904,Enter,62,1,LBL,306839.28,5808914.193,15.692,1.363
3904,Enter,62,2,LBL,307040.799,5808888.887,15.268,1.449
3904,Exit,63,1,LBL,306837.078,5808940.475,16.135,1.81
3904,Exit,63,2,LBL,306842.111,5808939.582,16.136,1.374
3904,Exit,63,3,LBL,306996.296,5808920.185,15.791,1.298
3904,Exit,63,4,LBL,307044.097,5808914.607,15.624,0.907
3904,Exit,64,1,L1,306837.706,5808937.117,16.226,4.596
3904,Exit,64,2,L1,306995.994,5808917.187,15.886,4.726
3904,Exit,64,3,L1,307043.7,5808911.511,15.724,5.335
3904,Exit,65,1,L2,306838.471,5808933.031,16.296,3.323
3904,Exit,65,2,L2,307043.153,5808907.242,15.806,3.271
3904,Exit,66,1,RT1,306940.893,5808918.425,16.096,0
3904,Exit,66,2,RT1,306970.774,5808913.128,15.979,3.215
3904,Exit,66,3,RT1,306997.376,5808909.754,15.913,3.322
3904,Exit,66,4,RT1,307000.233,5808909.051,15.87,4.364
3904,Exit,66,5,RT1,307001.028,5808907.888,15.846,4.364
3904,Exit,67,1,L3,307013.259,5808909.388,15.924,0.021
3904,Exit,67,2,L3,307042.802,5808904.51,15.836,2.229
3904,Enter,68,1,L1LT1,306812.036,5808914.46,15.678,4.466
3904,Enter,68,2,L1LT1,306812.393,5808913.553,15.692,3.669
3904,Enter,68,3,L1LT1,306812.611,5808911.11,15.75,2.663
3904,Enter,68,4,L1LT1,306811.554,5808900.463,15.92,2.263
