3904Ref,306837.192,5808943.719,16.094,-37.84650897,144.8046033,CENTRE_ROUND_MANHOLE_COVER,,,,,,
3904,Enter,56,5,LBL,306700.469,5808957.703,16.52,1.455,-136.723,13.984,-37.84635405,144.8030542
3904,Enter,56,6,LBL,306669.69,5808963.81,16.605,1.444,-167.502,20.091,-37.84629252,144.8027062
3904,Enter,56,7,LBL,306560.235,5808988.46,16.954,1.447,-276.957,44.741,-37.84604729,144.8014697
3904,Enter,56,8,LBL,306529.521,5808994.961,16.874,1.47,-307.671,51.242,-37.84598223,144.8011226
3904,Exit,57,1,LBL,306802.589,5808918.814,15.696,1.365,-34.603,-24.905,-37.84672594,144.8042037
3904,Exit,57,2,LBL,306761.553,5808923.892,15.79,1.197,-75.639,-19.827,-37.84667151,144.8037389
3904,Exit,57,3,LBL,306744.105,5808926.282,15.818,1.384,-93.087,-17.437,-37.84664629,144.8035414
3904,Exit,57,4,LBL,306717.463,5808930.755,15.892,1.241,-119.729,-12.964,-37.84660035,144.80324
3904,Exit,57,5,LBL,306679.284,5808937.707,15.999,1.469,-157.908,-6.012,-37.84652965,144.8028082
3904,Exit,57,6,LBL,306656.963,5808942.495,16.066,1.574,-180.229,-1.224,-37.84648179,144.802556
3904,Exit,57,7,LBL,306557.95,5808965.25,16.287,1.47,-279.242,21.531,-37.84625585,144.8014375
3904,Exit,57,8,LBL,306524.725,5808972.282,16.326,1.508,-312.467,28.563,-37.84618547,144.801062
3904,Exit,58,1,L1,306802.887,5808921.939,15.807,4.912,-34.305,-21.78,-37.84669786,144.8042079
3904,Exit,58,2,L1,306762.043,5808926.98,15.917,5.054,-75.149,-16.739,-37.8466438,144.8037453
3904,Exit,58,3,L1,306741.61,5808929.845,15.974,4.9,-95.582,-13.874,-37.84661367,144.803514
3904,Exit,58,4,L1,306710.176,5808935.013,16.014,4.582,-127.016,-8.706,-37.84656046,144.8031584
3904,Exit,58,5,L1,306677.662,5808940.886,16.083,4.177,-159.53,-2.833,-37.84650067,144.8027907
3904,Exit,58,6,L1,306658.392,5808944.801,16.129,3.561,-178.8,1.082,-37.84646133,144.8025728
3904,Exit,58,7,L1,306570.474,5808965.022,16.356,3.576,-266.718,21.303,-37.84626056,144.8015797
3904,Exit,58,8,L1,306525.247,5808974.746,16.409,3.53,-311.945,31.027,-37.84616339,144.8010686
3904,Exit,59,1,L2,306803.473,5808925.952,15.953,3.199,-33.719,-17.767,-37.84666184,144.8042156
3904,Exit,59,2,L2,306758.605,5808931.598,16.067,3.219,-78.587,-12.121,-37.84660148,144.8037075
3904,Exit,59,3,L2,306732.116,5808935.452,16.119,3.343,-105.076,-8.267,-37.84656116,144.8034077
3904,Exit,59,4,L2,306703.94,5808940.253,16.171,3.754,-133.252,-3.466,-37.84651194,144.803089
3904,Exit,59,5,L2,306660.904,5808948.111,16.247,3.893,-176.288,4.392,-37.84643205,144.8026023
3904,Exit,59,6,L2,306618.399,5808957.462,16.356,3.589,-218.793,13.743,-37.84633881,144.802122
3904,Exit,59,7,L2,306571.022,5808968.485,16.461,3.426,-266.17,24.766,-37.84622949,144.8015868
3904,Exit,59,8,L2,306542.137,5808974.861,16.527,3.57,-295.055,31.142,-37.84616593,144.8012605
3904,Exit,59,9,L2,306525.975,5808978.192,16.51,3.515,-311.217,34.473,-37.8461325,144.8010778
3904,Exit,60,1,L1,306827.87,5808912.174,15.736,9.287,-9.322,-31.545,-37.8467911,144.804489
3904,Exit,60,2,L1,306825.793,5808908.814,15.779,6.244,-11.399,-34.905,-37.84682092,144.8044645
3904,Exit,60,3,L1,306824.509,5808899.204,15.974,6.582,-12.683,-44.515,-37.8469072,144.8044474
3904,Exit,61,1,L2,306820.334,5808913.262,15.681,5.878,-16.858,-30.457,-37.84677971,144.8044037
3904,Exit,61,2,L2,306818.567,5808899.756,15.958,5.347,-18.625,-43.963,-37.84690097,144.80438
3904,Enter,62,1,LBL,306839.28,5808914.193,15.692,1.363,2.088,-29.526,-37.84677533,144.8046192
3904,Enter,62,2,LBL,307040.799,5808888.887,15.268,1.449,203.607,-54.832,-37.84704592,144.8069012
3904,Exit,63,1,LBL,306837.078,5808940.475,16.135,1.81,-0.114,-3.244,-37.84653816,144.8046012
3904,Exit,63,2,LBL,306842.111,5808939.582,16.136,1.374,4.919,-4.137,-37.84654727,144.8046581
3904,Exit,63,3,LBL,306996.296,5808920.185,15.791,1.298,159.104,-23.534,-37.84675462,144.8064041
3904,Exit,63,4,LBL,307044.097,5808914.607,15.624,0.907,206.905,-29.112,-37.84681497,144.8069456
3904,Exit,64,1,L1,306837.706,5808937.117,16.226,4.596,0.514,-6.602,-37.84656854,144.8046074
3904,Exit,64,2,L1,306995.994,5808917.187,15.886,4.726,158.802,-26.532,-37.84678155,144.8063999
3904,Exit,64,3,L1,307043.7,5808911.511,15.724,5.335,206.508,-32.208,-37.84684277,144.8069402
3904,Exit,65,1,L2,306838.471,5808933.031,16.296,3.323,1.279,-10.688,-37.8466055,144.804615
3904,Exit,65,2,L2,307043.153,5808907.242,15.806,3.271,205.961,-36.477,-37.8468811,144.8069329
3904,Exit,66,1,RT1,306940.893,5808918.425,16.096,0,103.701,-25.294,-37.84675874,144.8057744
3904,Exit,66,2,RT1,306970.774,5808913.128,15.979,3.215,133.582,-30.591,-37.84681277,144.8061124
3904,Exit,66,3,RT1,306997.376,5808909.754,15.913,3.322,160.184,-33.965,-37.84684879,144.8064136
3904,Exit,66,4,RT1,307000.233,5808909.051,15.87,4.364,163.041,-34.668,-37.84685573,144.8064459
3904,Exit,66,5,RT1,307001.028,5808907.888,15.846,4.364,163.836,-35.831,-37.84686637,144.8064546
3904,Exit,67,1,L3,307013.259,5808909.388,15.924,0.021,176.067,-34.331,-37.84685545,144.8065939
3904,Exit,67,2,L3,307042.802,5808904.51,15.836,2.229,205.61,-39.209,-37.84690564,144.8069282
3904,Enter,68,1,L1LT1,306812.036,5808914.46,15.678,4.466,-25.156,-29.259,-37.84676716,144.8043098
3904,Enter,68,2,L1LT1,306812.393,5808913.553,15.692,3.669,-24.799,-30.166,-37.8467754,144.8043136
3904,Enter,68,3,L1LT1,306812.611,5808911.11,15.75,2.663,-24.581,-32.609,-37.84679745,144.8043154
3904,Enter,68,4,L1LT1,306811.554,5808900.463,15.92,2.263,-25.638,-43.256,-37.84689312,144.8043006
