5295Ref,308354.553,5811677.647,26.728,-37.82220568,144.8225616,CENTRE_ROUND_MANHOLE_COVER,,,,,,
5295,Exit,57,1,L1,308346.723,5811678.737,26.697,3.353,-7.83,1.09,-37.82219421,144.822473
5295,Exit,57,2,L1,308369.966,5811648.868,26.458,3.152,15.413,-28.779,-37.82246811,144.822729
5295,Exit,57,3,L1,308423.76,5811580.569,25.623,3.775,69.207,-97.078,-37.82309455,144.8233217
5295,Exit,58,1,L2,308343.991,5811676.518,26.778,3.683,-10.562,-1.129,-37.82221363,144.8224414
5295,Exit,58,2,L2,308420.776,5811578.262,25.687,3.767,66.223,-99.385,-37.82311471,144.8232872
5295,Exit,59,1,RT1,308341.201,5811674.318,26.871,3.419,-13.352,-3.329,-37.82223285,144.8224091
5295,Exit,59,2,RT1,308391.066,5811610.605,26.341,3.483,36.513,-67.042,-37.82281717,144.8229585
5295,Exit,60,1,RT1,308391.678,5811612.661,26.298,0.018,37.125,-64.986,-37.82279878,144.822966
5295,Exit,60,2,RT1,308403.529,5811595.779,26.092,1.978,48.976,-81.868,-37.82295332,144.8230961
5295,Exit,60,3,RT1,308403.401,5811594.67,26.102,3.541,48.848,-82.977,-37.82296328,144.8230943
5295,Exit,60,4,RT1,308417.852,5811575.985,25.806,3.645,63.299,-101.662,-37.8231346,144.8232534
5295,Exit,61,1,LT1,308370.719,5811650.525,26.458,0.044,16.166,-27.122,-37.82245335,144.822738
5295,Exit,61,2,LT1,308384.885,5811635.478,26.293,3.333,30.332,-42.169,-37.82259185,144.8228949
5295,Exit,61,3,LT1,308404.543,5811610.473,25.995,2.998,49.99,-67.174,-37.82282118,144.8231115
5295,Exit,61,4,LT1,308407.054,5811607.614,25.96,3.384,52.501,-70.033,-37.82284746,144.8231392
5295,Exit,61,5,LT1,308426.35,5811582.572,25.618,2.771,71.797,-95.075,-37.82307706,144.8233517
5295,Exit,62,1,L1,308330.875,5811670.212,26.847,4.014,-23.678,-7.435,-37.82226767,144.8222908
5295,Exit,62,2,L1,308185.047,5811856.675,27.966,3.6,-169.506,179.028,-37.82055762,144.8206845
5295,Exit,63,1,L2,308333.755,5811672.491,26.963,3.331,-20.798,-5.156,-37.82224775,144.8223241
5295,Exit,63,2,L2,308187.88,5811858.891,28.078,3.592,-166.673,181.244,-37.82053826,144.8207172
5295,Exit,64,1,L3,308336.565,5811674.699,26.971,3.814,-17.988,-2.948,-37.82222845,144.8223566
5295,Exit,64,2,L3,308190.669,5811861.072,28.1,3.49,-163.884,183.425,-37.8205192,144.8207494
