5295Ref,308354.553,5811677.647,26.728,-37.82220568,144.8225616,CENTRE_ROUND_MANHOLE_COVER,,,,,,
5295,Enter,1,1,L1,308339.904,5811664.857,26.909,3.148,-14.649,-12.79,-37.82231779,144.8223919
5295,Enter,1,2,L1,308412.603,5811571.942,25.906,3.251,58.05,-105.705,-37.82316991,144.8231928
5295,Enter,2,1,L2,308342.592,5811666.931,26.912,3.642,-11.961,-10.716,-37.82229968,144.822423
5295,Enter,2,2,L2,308415.144,5811573.911,25.903,3.178,60.591,-103.736,-37.82315271,144.8232221
5295,Enter,3,1,L1,308340.149,5811687.131,26.768,3.353,-14.404,9.484,-37.82211723,144.8224006
5295,Enter,3,2,L1,308274.249,5811771.182,27.394,3.668,-80.304,93.535,-37.82134637,144.8216746
5295,Enter,3,3,L1,308268.687,5811778.003,27.444,3.334,-85.866,100.356,-37.82128377,144.8216133
5295,Enter,3,4,L1,308265.259,5811782.936,27.45,4.024,-89.294,105.289,-37.82123862,144.8215757
5295,Enter,3,5,L1,308198.874,5811867.49,27.866,3.677,-155.679,189.843,-37.82046312,144.8208443
5295,Enter,4,1,L2,308337.401,5811684.989,26.854,3.615,-17.152,7.342,-37.82213595,144.8223688
5295,Enter,4,2,L2,308196.047,5811865.279,27.936,3.5,-158.506,187.632,-37.82048244,144.8208116
5295,Enter,50,1,L3,308334.638,5811682.836,26.941,3.391,-19.915,5.189,-37.82215476,144.8223369
5295,Enter,50,2,L3,308193.356,5811863.174,28.016,3.333,-161.197,185.527,-37.82050084,144.8207805
5295,Crosswalk,51,1,CROSSWALK,308330.214,5811667.773,26.761,2.979,-24.339,-9.874,-37.8222895,144.8222827
5295,Crosswalk,51,2,CROSSWALK,308346.874,5811680.911,26.672,3.153,-7.679,3.264,-37.82217466,144.8224753
5295,Crosswalk,52,1,STOP_LINE,308338.658,5811663.896,26.866,0,-15.895,-13.751,-37.82232619,144.8223775
5295,Crosswalk,52,2,STOP_LINE,308341.15,5811665.818,26.953,0,-13.403,-11.829,-37.8223094,144.8224063
5295,Crosswalk,52,3,STOP_LINE,308344.034,5811668.043,26.872,0,-10.519,-9.604,-37.82228997,144.8224397
5295,Crosswalk,53,1,STOP_LINE,308341.472,5811688.161,26.727,0,-13.081,10.514,-37.82210823,144.8224159
5295,Crosswalk,53,2,STOP_LINE,308338.827,5811686.1,26.81,0,-15.726,8.453,-37.82212624,144.8223853
5295,Crosswalk,53,3,STOP_LINE,308335.975,5811683.878,26.899,0,-18.578,6.231,-37.82214565,144.8223523
5295,Crosswalk,53,4,STOP_LINE,308333.3,5811681.794,26.983,0,-21.253,4.147,-37.82216386,144.8223214
5295,Enter,54,1,STOP_LINE,308251.059,5811803.988,27.522,0,-103.494,126.341,-37.82104603,144.82142
5295,Enter,54,2,STOP_LINE,308250.466,5811804.743,27.519,0,-104.087,127.096,-37.8210391,144.8214135
5295,Enter,54,3,STOP_LINE,308246.613,5811809.517,27.55,0,-107.94,131.87,-37.8209953,144.821371
5295,Enter,54,4,STOP_LINE,308236.865,5811821.856,27.581,0,-117.688,144.209,-37.82088211,144.8212636
5295,Enter,54,5,STOP_LINE,308226.905,5811834.59,27.66,0,-127.648,156.943,-37.82076533,144.8211539
5295,Enter,54,6,STOP_LINE,308224.265,5811837.985,27.67,0,-130.288,160.338,-37.8207342,144.8211248
5295,Enter,54,7,STOP_LINE,308224.025,5811838.275,27.67,0,-130.528,160.628,-37.82073154,144.8211221
5295,Enter,54,8,STOP_LINE,308221.826,5811841.129,27.687,0,-132.727,163.482,-37.82070537,144.8210979
5295,Enter,54,9,STOP_LINE,308219.371,5811844.239,27.697,0,-135.182,166.592,-37.82067684,144.8210709
5295,Enter,54,10,STOP_LINE,308216.963,5811847.345,27.714,0,-137.59,169.698,-37.82064836,144.8210444
5295,Enter,54,11,STOP_LINE,308214.523,5811850.445,27.729,0,-140.03,172.798,-37.82061993,144.8210175
5295,Enter,54,12,STOP_LINE,308212.065,5811853.588,27.757,0,-142.488,175.941,-37.82059111,144.8209904
5295,Enter,54,13,STOP_LINE,308209.615,5811856.713,27.777,0,-144.938,179.066,-37.82056244,144.8209634
5295,Enter,54,14,STOP_LINE,308204.723,5811862.973,27.813,0,-149.83,185.326,-37.82050503,144.8209095
5295,Enter,54,15,STOP_LINE,308202.348,5811866.028,27.823,0,-152.205,188.381,-37.82047702,144.8208834
5295,Enter,54,16,STOP_LINE,308200.322,5811868.623,27.83,0,-154.231,190.976,-37.82045322,144.820861
5295,Enter,55,1,STOP_LINE,308260.647,5811812.679,27.267,0,-93.906,135.032,-37.82096977,144.8215312
5295,Enter,55,2,STOP_LINE,308257.941,5811812.362,27.306,0,-96.612,134.715,-37.82097205,144.8215004
5295,Enter,55,3,STOP_LINE,308256.176,5811812.377,27.326,0,-98.377,134.73,-37.82097155,144.8214803
5295,Enter,55,4,STOP_LINE,308254.326,5811812.617,27.341,0,-100.227,134.97,-37.820969,144.8214594
5295,Enter,55,5,STOP_LINE,308252.831,5811812.977,27.361,0,-101.722,135.33,-37.82096544,144.8214425
5295,Enter,55,6,STOP_LINE,308251.288,5811813.552,27.371,0,-103.265,135.905,-37.82095994,144.8214251
5295,Enter,55,7,STOP_LINE,308249.413,5811814.342,27.386,0,-105.14,136.695,-37.82095243,144.8214041
5295,Enter,55,8,STOP_LINE,308248.413,5811814.852,27.396,0,-106.14,137.205,-37.82094762,144.8213928
5295,Enter,55,9,STOP_LINE,308247.053,5811815.712,27.411,0,-107.5,138.065,-37.82093959,144.8213776
5295,Enter,55,10,STOP_LINE,308245.973,5811816.527,27.426,0,-108.58,138.88,-37.82093203,144.8213656
5295,Enter,55,11,STOP_LINE,308244.878,5811817.532,27.426,0,-109.675,139.885,-37.82092274,144.8213534
5295,Enter,55,12,STOP_LINE,308243.913,5811818.527,27.436,0,-110.64,140.88,-37.82091358,144.8213427
5295,Enter,55,13,STOP_LINE,308242.183,5811820.597,27.451,0,-112.37,142.95,-37.82089457,144.8213236
5295,Enter,55,14,STOP_LINE,308239.313,5811824.187,27.456,0,-115.24,146.54,-37.82086163,144.821292
5295,Enter,55,15,STOP_LINE,308232.673,5811832.694,27.523,0,-121.88,155.047,-37.82078362,144.8212188
5295,Enter,55,16,STOP_LINE,308225.738,5811841.599,27.586,0,-128.815,163.952,-37.82070196,144.8211425
5295,Enter,55,17,STOP_LINE,308222.931,5811845.009,27.607,0,-131.622,167.362,-37.82067066,144.8211115
5295,Enter,55,18,STOP_LINE,308219.673,5811848.61,27.634,0,-134.88,170.963,-37.82063754,144.8210755
5295,Enter,55,19,STOP_LINE,308216.883,5811851.54,27.649,0,-137.67,173.893,-37.82061056,144.8210446
5295,Enter,55,20,STOP_LINE,308207.485,5811861.403,27.783,0,-147.068,183.756,-37.82051976,144.8209405
5295,Enter,55,21,STOP_LINE,308204.398,5811864.648,27.793,0,-150.155,187.001,-37.82048988,144.8209063
5295,Enter,55,22,STOP_LINE,308200.505,5811868.766,27.825,0,-154.048,191.119,-37.82045197,144.8208632
5295,Enter,56,1,LT1,308255.853,5811808.333,27.395,9.084,-98.7,130.686,-37.8210079,144.8214756
5295,Enter,56,2,LT1,308252.052,5811808.493,27.44,9.084,-102.501,130.846,-37.82100566,144.8214325
5295,Enter,56,3,LT1,308247.309,5811812.475,27.473,5.238,-107.244,134.828,-37.8209688,144.8213797
5295,Enter,56,4,LT1,308244.819,5811814.9,27.492,3.988,-109.734,137.253,-37.82094644,144.821352
5295,Enter,56,5,LT1,308240.899,5811819.487,27.512,3.394,-113.654,141.84,-37.8209043,144.8213087
5295,Enter,56,6,LT1,308221.743,5811843.876,27.649,3.275,-132.81,166.229,-37.82068061,144.8210977
5295,Enter,56,7,LT1,308200.413,5811868.694,27.828,0.251,-154.14,191.047,-37.8204526,144.8208621
