2581Ref,305385.787,5814659.819,45.963,-37.79471859,144.7896551,CENTRE_ROUND_MANHOLE_COVER,,,,,,
2581,Enter,7,14,LT1,305359.209,5814704.785,45.724,4.048,-26.578,44.966,-37.79430794,144.7893656
2581,Enter,7,15,LT1,305357.738,5814706.799,45.74,4.048,-28.049,46.98,-37.79428949,144.7893494
2581,Enter,8,1,RT1,305383.034,5814684.008,45.792,4.074,-2.753,24.189,-37.79450015,144.7896304
2581,Enter,8,2,RT1,305375.657,5814686.594,45.759,4.132,-10.13,26.775,-37.79447529,144.7895474
2581,Enter,8,3,RT1,305369.572,5814689.32,45.749,4.084,-16.215,29.501,-37.79444944,144.789479
2581,Enter,8,4,RT1,305363.257,5814693.322,45.792,4.037,-22.53,33.503,-37.79441205,144.7894084
2581,Enter,8,5,RT1,305357.557,5814698.19,45.837,3.889,-28.23,38.371,-37.79436699,144.789345
2581,Enter,9,1,RT2,305381.863,5814680.214,45.813,3.865,-3.924,20.395,-37.79453407,144.7896161
2581,Enter,9,2,RT2,305373.435,5814683.117,45.815,3.952,-12.352,23.298,-37.79450613,144.7895212
2581,Enter,9,3,RT2,305368.841,5814685.135,45.839,3.966,-16.946,25.316,-37.79448697,144.7894696
2581,Enter,9,4,RT2,305362.941,5814688.615,45.887,3.977,-22.846,28.796,-37.79445437,144.7894036
2581,Enter,9,5,RT2,305357.445,5814692.892,45.93,4.023,-28.342,33.073,-37.79441468,144.7893423
2581,Crosswalk,10,1,CROSSWALK,305386.373,5814662.258,45.882,2.66,0.586,2.439,-37.79469675,144.7896624
2581,Crosswalk,10,2,CROSSWALK,305384.821,5814674.612,45.893,2.681,-0.966,14.793,-37.79458515,144.7896481
2581,Crosswalk,10,3,CROSSWALK,305388.288,5814686.031,45.928,2.542,2.501,26.212,-37.79448305,144.7896906
2581,Crosswalk,11,1,CROSSWALK,305393.864,5814688.002,46.084,2.526,8.077,28.183,-37.79446648,144.7897544
2581,Crosswalk,11,2,CROSSWALK,305401.086,5814686.739,46.309,2.514,15.299,26.92,-37.7944794,144.789836
2581,Crosswalk,11,3,CROSSWALK,305414.052,5814685.279,45.894,2.533,28.265,25.46,-37.79449531,144.7899828
2581,NA,50,1,STOP_LINE,305391.715,5814653.598,46.055,0,5.928,-6.221,-37.79477588,144.7897207
2581,NA,50,2,STOP_LINE,305393.962,5814653.348,46.564,0,8.175,-6.471,-37.79477861,144.7897462
2581,NA,50,3,STOP_LINE,305398.282,5814652.925,46.231,0,12.495,-6.894,-37.79478334,144.7897951
2581,NA,51,1,STOP_LINE,305414.474,5814690.182,45.939,0,28.687,30.363,-37.79445124,144.7899889
2581,NA,51,2,STOP_LINE,305409.15,5814690.781,46.134,0,23.363,30.962,-37.79444471,144.7899286
2581,NA,51,3,STOP_LINE,305404.675,5814691.281,46.26,0,18.888,31.462,-37.79443925,144.789878
2581,Exit,52,1,L1,305395.977,5814688.904,46.152,3.861,10.19,29.085,-37.79445881,144.7897786
2581,Exit,52,2,L1,305396.65,5814693.67,46.182,3.481,10.863,33.851,-37.79441603,144.7897875
2581,Exit,52,3,L1,305396.796,5814697.338,46.197,3.909,11.009,37.519,-37.79438302,144.7897902
2581,Exit,52,4,L1,305397.879,5814708.647,46.245,3.823,12.092,48.828,-37.7942814,144.7898055
2581,Exit,52,5,L1,305397.837,5814708.153,46.24,3.992,12.05,48.334,-37.79428584,144.7898049
2581,Exit,52,6,L1,305398.512,5814712.327,46.275,3.19,12.725,52.508,-37.79424839,144.7898137
2581,Exit,52,7,L1,305398.843,5814716.95,46.296,3.269,13.056,57.131,-37.79420682,144.7898187
2581,Exit,53,1,L2,305399.563,5814688.272,46.266,3.396,13.776,28.453,-37.79446527,144.7898191
2581,Exit,53,2,L2,305402.066,5814716.629,46.379,3.178,16.279,56.81,-37.7942104,144.7898552
2581,Exit,54,1,L2,305405.249,5814652.449,46.032,5.566,19.462,-7.37,-37.79478912,144.789874
2581,Exit,54,2,L2,305405.607,5814647.26,45.987,4.474,19.82,-12.559,-37.79483593,144.7898767
2581,Exit,54,3,L2,305405.482,5814640.055,45.946,3.405,19.695,-19.764,-37.79490079,144.7898734
2581,Exit,54,4,L2,305398.646,5814557.918,45.819,3.219,12.859,-101.901,-37.7956391,144.7897737
2581,Exit,54,5,L2,305397.815,5814550.423,45.77,3.905,12.028,-109.396,-37.79570643,144.7897623
2581,Exit,54,6,L2,305397.851,5814551.053,45.772,3.614,12.064,-108.766,-37.79570076,144.7897629
2581,Exit,54,7,L2,305396.799,5814538.483,45.747,3.519,11.012,-121.336,-37.79581375,144.7897475
2581,Exit,54,8,L2,305396.784,5814538.284,45.744,3.519,10.997,-121.535,-37.79581554,144.7897473
2581,Exit,54,9,L2,305397.005,5814540.496,45.754,5.942,11.218,-119.323,-37.79579566,144.7897504
2581,Exit,54,10,L2,305393.759,5814491.339,45.724,3.009,7.972,-168.48,-37.7962377,144.7897004
2581,Exit,55,1,L1,305409.741,5814652.141,45.868,3.123,23.954,-7.678,-37.79479285,144.7899249
2581,Exit,55,2,L1,305401.542,5814550.058,45.673,3.917,15.755,-109.761,-37.79571051,144.7898045
2581,Exit,55,3,L1,305399.906,5814525.814,45.576,4.53,14.119,-134.005,-37.79592851,144.7897794
2581,Exit,55,4,L1,305398.278,5814506.722,45.565,4.215,12.491,-153.097,-37.79610012,144.7897558
2581,Exit,55,5,L1,305397.424,5814491.095,45.575,4.338,11.637,-168.724,-37.79624068,144.7897419
2581,Exit,56,1,L2,305383.965,5814670.279,45.814,4.413,-1.822,10.46,-37.794624,144.7896373
2581,Exit,56,2,L2,305382.188,5814670.183,45.772,4.757,-3.599,10.364,-37.79462448,144.7896171
2581,Exit,56,3,L2,305379.176,5814670.588,45.732,4.881,-6.611,10.769,-37.79462019,144.789583
2581,Exit,56,4,L2,305376.723,5814671.198,45.712,4.803,-9.064,11.379,-37.79461418,144.7895553
2581,Exit,56,5,L2,305371.244,5814673.089,45.683,4.531,-14.543,13.27,-37.79459598,144.7894936
2581,Exit,56,6,L2,305364.504,5814676.304,45.725,4.2,-21.283,16.485,-37.79456559,144.789418
2581,Exit,56,7,L2,305357.193,5814680.936,45.757,3.985,-28.594,21.117,-37.79452231,144.7893363
2581,Exit,57,1,L1,305384.569,5814665.768,45.833,4.754,-1.218,5.949,-37.79466475,144.7896429
2581,Exit,57,2,L1,305382.075,5814665.832,45.803,3.998,-3.712,6.013,-37.79466365,144.7896146
2581,Exit,57,3,L1,305379.063,5814666.29,45.799,3.589,-6.724,6.471,-37.79465888,144.7895806
2581,Exit,57,4,L1,305371.511,5814668.4,45.813,4.007,-14.276,8.581,-37.79463827,144.7894954
2581,Exit,57,5,L1,305362.862,5814672.617,45.834,3.852,-22.925,12.798,-37.79459844,144.7893984
2581,Exit,57,6,L1,305357.092,5814676.126,45.852,4.078,-28.695,16.307,-37.79456561,144.7893338
2581,NA,58,1,LT1,305410.146,5814636.995,45.787,0,24.359,-22.824,-37.79492935,144.7899255
2581,NA,58,2,LT1,305408.99,5814621.955,45.763,0,23.203,-37.864,-37.79506456,144.7899083
2581,NA,58,3,LT1,305408.287,5814593.787,45.7,3.036,22.5,-66.032,-37.7953181,144.7898928
2581,NA,58,4,LT1,305406.127,5814562.184,45.546,3.24,20.34,-97.635,-37.79560227,144.7898598
2581,NA,58,5,LT1,305406.173,5814558.363,45.503,4.329,20.386,-101.456,-37.7956367,144.7898593
2581,NA,58,6,LT1,305407.143,5814550.482,45.414,11.186,21.356,-109.337,-37.79570788,144.7898682
2581,NA,58,7,LT1,305409.496,5814549.838,45.328,9.038,23.709,-109.981,-37.79571419,144.7898947
2581,NA,58,8,LT1,305416.093,5814548.856,45.108,5.69,30.306,-110.963,-37.79572444,144.7899693
2581,NA,58,9,LT1,305425.773,5814547.853,44.917,5.332,39.986,-111.966,-37.79573553,144.7900789
2581,NA,59,1,RT1,305392.973,5814548.66,45.661,5.745,7.186,-111.159,-37.79572128,144.7897069
2581,NA,59,2,RT1,305390.339,5814532.898,45.577,3.137,4.552,-126.921,-37.79586267,144.7896727
2581,NA,59,3,RT1,305387.885,5814509.169,45.591,2.897,2.098,-150.65,-37.79607587,144.7896385
2581,NA,59,4,RT1,305384.583,5814491.952,45.597,0.923,-1.204,-167.867,-37.79623023,144.7895964
