64,57,1,7,1,Straight
1,58,1,7,1,Straight
2,59,1,7,1,Straight
5,51,3,5,2,Straight
6,52,3,5,2,Straight
8,51,2,5,3,Left
9,62,2,8,3,Straight
10,61,4,6,4,Straight
10,58,4,7,4,Left
10,52,4,5,4,Right
3,61,1,6,5,Right
7,62,3,8,6,Right
9,59,2,7,7,Right
