1,59,1,7,1,Straight
2,57,1,7,1,Straight
5,52,3,5,2,Straight
6,51,3,5,2,Straight
8,52,2,5,3,Left
8,59,2,7,3,Right
9,57,2,7,3,Right
10,54,4,6,4,Straight
10,51,4,5,4,Right
3,54,1,6,5,Right
7,60,3,8,6,Right
4,54,3,6,8,Right
