17034,NA,50,1,L1,308961.674,5809699.131,14.724,5.275
17034,NA,50,2,L1,309056.074,5809690.953,14.248,5.295
17034,NA,50,3,L1,309071.787,5809689.410,14.084,5.387
17034,NA,50,4,L1,309077.020,5809688.678,14.023,5.769
17034,NA,50,5,L1,309080.922,5809687.743,13.981,5.946
17034,NA,50,6,L1,309087.219,5809685.588,13.938,6.271
17034,NA,50,7,L1,309092.445,5809682.998,13.847,6.061
17034,NA,50,8,L1,309094.677,5809681.521,13.800,5.985
17034,NA,50,9,L1,309097.037,5809679.757,13.757,6.373
17034,NA,50,10,L1,309098.898,5809677.805,13.712,6.770
17034,NA,50,11,L1,309101.160,5809673.937,13.643,6.875
17034,NA,50,12,L1,309102.221,5809670.873,13.616,7.087
17034,NA,50,13,L1,309102.615,5809667.051,13.558,7.224
17034,NA,50,14,L1,309102.624,5809664.477,13.537,7.367
17034,NA,50,15,L1,309085.274,5809454.608,12.254,7.330
17034,NA,50,16,L1,309069.159,5809253.127,11.226,7.492
17034,NA,50,17,L1,309069.164,5809253.321,11.227,7.494
17034,NA,50,18,L1,309069.712,5809247.003,11.205,7.379
17034,NA,50,19,L1,309071.442,5809239.449,11.180,7.230
17034,NA,50,20,L1,309100.788,5809132.693,10.931,7.205
17034,NA,51,1,L1,308962.186,5809704.004,14.596,4.525
17034,NA,51,2,L1,309056.586,5809696.018,14.083,4.885
17034,NA,51,3,L1,309081.489,5809693.618,13.933,5.604
17034,NA,51,4,L1,309090.472,5809691.928,13.900,7.991
17034,NA,51,5,L1,309097.222,5809690.021,13.856,10.922
17034,NA,51,6,L1,309102.778,5809687.515,13.800,13.068
17034,NA,51,7,L1,309105.739,5809685.081,13.750,13.159
17034,NA,51,8,L1,309106.924,5809683.542,13.725,12.959
17034,NA,51,9,L1,309107.887,5809681.776,13.705,12.532
17034,NA,51,10,L1,309109.218,5809677.800,13.659,10.997
17034,NA,51,11,L1,309109.869,5809672.334,13.612,8.486
17034,NA,51,12,L1,309109.830,5809664.802,13.538,6.931
17034,NA,51,13,L1,309105.100,5809607.827,13.119,7.157
17034,NA,51,14,L1,309104.964,5809603.825,13.100,7.533
17034,NA,51,15,L1,309101.366,5809559.370,12.802,7.557
17034,NA,51,16,L1,309101.000,5809557.387,12.801,7.156
17034,NA,51,17,L1,309096.712,5809505.565,12.506,7.166
17034,NA,51,18,L1,309082.472,5809330.534,11.658,7.322
17034,NA,51,19,L1,309076.786,5809259.377,11.255,7.176
17034,NA,51,20,L1,309076.488,5809252.850,11.236,7.175
17034,NA,51,21,L1,309076.937,5809247.945,11.213,7.175
17034,NA,51,22,L1,309078.420,5809241.233,11.185,7.175
17034,NA,51,23,L1,309107.848,5809134.083,10.927,7.165
17034,NA,52,1,L1,309107.745,5809591.458,12.985,23.339
17034,NA,52,2,L1,309108.151,5809590.127,12.983,21.891
17034,NA,52,3,L1,309109.221,5809588.643,12.979,19.130
17034,NA,52,4,L1,309110.891,5809587.128,12.965,16.414
17034,NA,52,5,L1,309113.547,5809585.424,12.952,13.501
17034,NA,52,6,L1,309119.726,5809582.699,12.933,9.192
17034,NA,52,7,L1,309122.266,5809581.926,12.926,8.114
17034,NA,52,8,L1,309126.608,5809581.083,12.907,7.220
17034,NA,52,9,L1,309168.828,5809577.454,13.091,7.216
17034,NA,52,10,L1,309288.822,5809567.708,13.721,7.257
17034,NA,52,11,L1,309317.316,5809564.552,13.599,6.478
17034,NA,52,12,L1,309369.553,5809558.243,13.293,4.667
17034,NA,52,13,L1,309413.016,5809553.371,13.117,4.244
17034,NA,53,1,L1,309105.942,5809569.111,12.843,19.803
17034,NA,53,2,L1,309108.666,5809571.505,12.864,15.107
17034,NA,53,3,L1,309112.012,5809572.957,12.867,11.610
17034,NA,53,4,L1,309115.094,5809573.723,12.881,9.525
17034,NA,53,5,L1,309117.937,5809574.075,12.879,8.309
17034,NA,53,6,L1,309123.362,5809574.104,12.904,7.267
17034,NA,53,7,L1,309326.440,5809557.313,13.519,6.109
17034,NA,53,8,L1,309375.645,5809552.961,13.229,4.597
17034,NA,53,9,L1,309412.700,5809549.190,13.107,4.144
