3480Ref,307278.978,5808894.489,15.135,-37.84704584,144.809608,CENTRE_ROUND_MANHOLE_COVER,,,,,,
3480,Enter,5,1,RT1,307284.224,5808870.536,15.15,3.484,5.246,-23.953,-37.84726268,144.8096612
3480,Enter,5,2,RT1,307400.355,5808856.094,13.745,3.688,121.377,-38.395,-37.84741729,144.8109763
3480,Enter,5,3,RT1,307407.26,5808855.019,13.634,3.586,128.282,-39.47,-37.84742843,144.8110545
3480,Enter,5,4,RT1,307459.474,5808845.531,13.16,0,180.496,-48.958,-37.84752491,144.811645
3480,Enter,6,1,LT1,307260.637,5808916.031,15.083,10.498,-18.341,21.542,-37.84684794,144.8094054
3480,Enter,6,2,LT1,307256.638,5808904.403,15.048,10.391,-22.34,9.914,-37.84695183,144.8093569
3480,Enter,6,3,LT1,307252.682,5808901.67,15.044,8.022,-26.296,7.181,-37.8469756,144.8093112
3480,Enter,6,4,LT1,307247.352,5808899.095,15.056,5.943,-31.626,4.606,-37.84699767,144.80925
3480,Enter,6,5,LT1,307242.939,5808897.582,15.081,5.034,-36.039,3.093,-37.84701036,144.8091995
3480,Enter,6,6,LT1,307236.607,5808896.538,15.1,4.923,-42.371,2.049,-37.84701843,144.8091273
3480,Enter,6,7,LT1,307231.121,5808896.279,15.118,4.666,-47.857,1.79,-37.8470196,144.8090649
3480,Enter,6,8,LT1,307214.665,5808897.516,15.163,3.023,-64.313,3.027,-37.84700498,144.8088783
3480,Enter,6,9,LT1,307163.639,5808903.736,15.266,3.003,-115.339,9.247,-37.84693817,144.8083004
3480,Enter,6,10,LT1,307130.118,5808906.411,15.395,0.268,-148.86,11.922,-37.84690699,144.8079204
3480,Enter,6,11,LT1,307124.19,5808907.092,15.402,0,-154.788,12.603,-37.8468996,144.8078533
3480,Enter,7,1,L1,307248.752,5808888.489,15.126,3.307,-30.226,-6,-37.84709349,144.8092631
3480,Enter,7,2,L1,307120.339,5808904.388,15.518,3.296,-158.639,9.899,-37.84692314,144.8078088
3480,Enter,7,3,L1,307088.533,5808907.993,15.577,3.067,-190.445,13.504,-37.84688394,144.8074485
3480,Enter,7,4,L1,307043.7,5808911.511,15.724,5.317,-235.278,17.022,-37.84684277,144.8069402
3480,Enter,8,1,L2,307247.563,5808885.29,15.172,3.348,-31.415,-9.199,-37.84712205,144.8092487
3480,Enter,8,2,L2,307084.398,5808905.378,15.692,3.085,-194.58,10.889,-37.84690662,144.8074008
3480,Enter,8,3,L2,307043.361,5808908.865,15.806,0,-235.617,14.376,-37.84686653,144.8069357
3480,Enter,9,1,L3,307246.395,5808882.149,15.217,3.184,-32.583,-12.34,-37.84715009,144.8092346
3480,Enter,9,2,L3,307043.153,5808907.242,15.806,3.27,-235.825,12.753,-37.8468811,144.8069329
3480,Enter,10,1,RT1,307245.268,5808879.116,15.303,3.099,-33.71,-15.373,-37.84717717,144.809221
3480,Enter,10,2,RT1,307055.149,5808902.631,15.815,3.02,-223.829,8.142,-37.84692517,144.8070679
3480,Enter,10,3,RT1,307042.802,5808904.51,15.836,2.253,-236.176,10.021,-37.84690564,144.8069282
3480,Enter,11,1,RT2,307244.205,5808876.256,15.344,2.825,-34.773,-18.233,-37.8472027,144.8092082
3480,Enter,11,2,RT2,307097.394,5808894.344,15.867,3.014,-181.584,-0.145,-37.84700875,144.8075455
3480,Enter,11,3,RT2,307054.914,5808901.139,15.816,0,-224.064,6.65,-37.84693856,144.8070648
3480,Enter,12,1,LT1,307242.21,5808860.84,14.852,4.955,-36.768,-33.649,-37.84734113,144.8091814
3480,Enter,12,2,LT1,307246.204,5808858.322,14.782,4.955,-32.774,-36.167,-37.84736465,144.8092261
3480,Enter,12,3,LT1,307250.268,5808853.682,14.725,5.264,-28.71,-40.807,-37.8474073,144.809271
3480,Enter,12,4,LT1,307251.733,5808851.646,14.734,5.231,-27.245,-42.843,-37.84742595,144.8092871
3480,Enter,12,5,LT1,307252.476,5808849.911,14.747,4.638,-26.502,-44.578,-37.84744173,144.8092951
3480,Enter,12,6,LT1,307252.717,5808848.658,14.742,3.768,-26.261,-45.831,-37.84745307,144.8092975
3480,Enter,12,7,LT1,307253.455,5808839.835,14.689,0.011,-25.523,-54.654,-37.84753269,144.8093035
3480,Enter,13,1,L1,307256.492,5808854.347,14.887,3.184,-22.486,-40.142,-37.84740263,144.8093419
3480,Enter,13,2,L1,307254.785,5808837.027,14.763,2.624,-24.193,-57.462,-37.84755826,144.8093179
3480,Enter,14,1,RT1,307259.689,5808854.022,14.898,3.242,-19.289,-40.467,-37.84740623,144.8093781
3480,Enter,14,2,RT1,307257.573,5808836.752,14.874,3.023,-21.405,-57.737,-37.84756132,144.8093495
3480,Enter,15,1,LT1,307289.578,5808886.295,14.912,6.192,10.6,-8.194,-37.84712188,144.8097262
3480,Enter,15,2,LT1,307285.939,5808888.809,14.922,6.192,6.961,-5.68,-37.84709847,144.8096855
3480,Enter,15,3,LT1,307284.884,5808890.279,14.912,6.026,5.906,-4.21,-37.847085,144.8096739
3480,Enter,15,4,LT1,307285.048,5808890.063,14.915,6.134,6.07,-4.426,-37.84708699,144.8096757
3480,Enter,15,5,LT1,307283.49,5808893.465,14.902,5.287,4.512,-1.024,-37.84705602,144.8096589
3480,Enter,15,6,LT1,307281.854,5808899.848,14.926,4.671,2.876,5.359,-37.84699818,144.8096421
3480,Enter,15,7,LT1,307280.993,5808904.632,14.943,4.178,2.015,10.143,-37.84695491,144.8096336
3480,Enter,15,8,LT1,307280.534,5808908.73,14.94,3.889,1.556,14.241,-37.84691791,144.8096294
3480,Enter,15,9,LT1,307280.365,5808913.225,14.971,3.746,1.387,18.736,-37.84687739,144.8096287
3480,Enter,15,10,LT1,307280.675,5808920.615,14.994,3.729,1.697,26.126,-37.84681089,144.8096342
3480,Enter,15,11,LT1,307284.247,5808958.199,15.187,3.267,5.269,63.71,-37.84647315,144.8096848
3480,Enter,15,12,LT1,307282.981,5808961.431,15.239,0,4.003,66.942,-37.84644377,144.8096713
3480,Enter,16,1,L1,307274.328,5808895.232,15.042,4.081,-4.65,0.743,-37.84703816,144.8095553
3480,Enter,16,2,L1,307278.259,5808937.041,15.204,3.978,-0.719,42.552,-37.84666244,144.8096111
3480,Enter,16,3,L1,307286.653,5809018.809,15.565,3.004,7.675,124.32,-37.84592777,144.8097283
3480,Enter,16,4,L1,307301.221,5809177.839,15.256,3.029,22.243,283.35,-37.84449854,144.8099361
3480,Enter,17,1,RT1,307269.727,5808895.655,15.09,5.156,-9.251,1.166,-37.84703338,144.8095032
3480,Enter,17,2,RT1,307271.177,5808904.767,15.164,4.001,-7.801,10.278,-37.84695162,144.8095221
3480,Enter,17,3,RT1,307275.411,5808948.357,15.35,3.805,-3.567,53.868,-37.84655992,144.8095818
3480,Enter,17,4,RT1,307277.898,5808970.783,15.448,2.497,-1.08,76.294,-37.84635847,144.809616
3480,Enter,17,5,RT1,307282.656,5809024.523,15.717,0,3.678,130.034,-37.84587546,144.8096844
3480,Crosswalk,18,1,CROSSWALK,307255.096,5808857.74,14.963,2.534,-23.882,-36.749,-37.84737177,144.8093269
3480,Crosswalk,18,2,CROSSWALK,307269.741,5808856.147,14.871,2.575,-9.237,-38.342,-37.84738922,144.8094928
3480,Crosswalk,19,1,CROSSWALK,307256.993,5808893.631,15.072,2.541,-21.985,-0.858,-37.84704892,144.809358
3480,Crosswalk,19,2,CROSSWALK,307276.357,5808891.857,15.021,2.508,-2.621,-2.632,-37.84706899,144.8095775
3480,Crosswalk,20,1,CROSSWALK,307272.455,5808857.737,14.865,2.383,-6.523,-36.752,-37.84737547,144.8095241
3480,Crosswalk,20,2,CROSSWALK,307280.296,5808873.276,15.25,2.533,1.318,-21.213,-37.84723717,144.8096173
3480,Crosswalk,20,3,CROSSWALK,307280.538,5808875.865,15.245,2.566,1.56,-18.624,-37.84721391,144.8096207
3480,Crosswalk,20,4,CROSSWALK,307279.58,5808887.529,15.037,2.498,0.602,-6.96,-37.84710865,144.8096129
3480,Enter,50,1,L2,307278.621,5808962.4,15.358,0,-0.357,67.911,-37.84643412,144.809622
3480,Enter,50,2,L2,307298.246,5809178.334,15.328,2.986,19.268,283.845,-37.84449345,144.8099025
3480,NA,51,1,STOP_LINE,307267.158,5808895.892,15.116,0,-11.82,1.403,-37.8470307,144.8094741
3480,NA,51,2,STOP_LINE,307276.36,5808895.045,15.01,0,-2.618,0.556,-37.84704028,144.8095784
3480,NA,52,1,STOP_LINE,307249.877,5808891.518,15.083,0,-29.101,-2.971,-37.84706645,144.8092766
3480,NA,52,2,STOP_LINE,307243.7,5808874.896,15.321,0,-35.278,-19.593,-37.84721485,144.8092021
3480,NA,53,1,STOP_LINE,307278.691,5808859.619,14.844,0,-0.287,-34.87,-37.84735984,144.8095954
3480,NA,53,2,STOP_LINE,307279.371,5808861.017,14.866,0,0.393,-33.472,-37.84734739,144.8096035
3480,NA,53,3,STOP_LINE,307283.884,5808869.844,15.112,0,4.906,-24.645,-37.84726884,144.8096571
3480,NA,53,4,STOP_LINE,307285.055,5808872.187,15.215,0,6.077,-22.302,-37.84724799,144.809671
3480,NA,54,1,STOP_LINE,307254.909,5808854.508,14.88,0,-24.069,-39.981,-37.84740084,144.8093239
3480,NA,54,2,STOP_LINE,307261.302,5808853.858,14.905,0,-17.676,-40.631,-37.84740805,144.8093964
3480,Exit,55,1,L2,307263.355,5808894.319,15.06,3.156,-15.623,-0.17,-37.84704407,144.8094305
3480,Exit,55,2,L2,307289.412,5809179.807,15.317,3.044,10.434,285.318,-37.84447832,144.8098025
3480,Exit,56,1,L2,307260.256,5808894.606,15.065,3.07,-18.722,0.117,-37.84704083,144.8093954
3480,Exit,56,2,L2,307286.426,5809180.304,15.238,2.999,7.448,285.815,-37.84447321,144.8097687
3480,Enter,57,1,LBL,307249.61,5808890.799,15.087,1.498,-29.368,-3.69,-37.84707287,144.8092734
3480,Enter,57,2,LBL,307123.992,5808906.359,15.43,1.498,-154.986,11.87,-37.84690616,144.8078508
3480,Enter,57,3,LBL,307063.32,5808912.795,15.536,1.287,-215.658,18.306,-37.84683536,144.8071634
3480,Enter,57,4,LBL,307044.097,5808914.607,15.624,0.907,-234.881,20.118,-37.84681497,144.8069456
3480,Enter,58,1,LBL,307276.41,5808858.995,14.858,1.813,-2.568,-35.494,-37.84736497,144.8095693
3480,Enter,58,2,LBL,307347.399,5808850.178,14.112,1.82,68.421,-44.311,-37.84745939,144.8103733
3480,Enter,58,3,LBL,307367.871,5808847.875,13.748,1.378,88.893,-46.614,-37.84748445,144.8106052
3480,Enter,58,4,LBL,307562.138,5808823.546,12.421,1.622,283.16,-70.943,-37.8477446,144.8128052
3480,Exit,59,1,L2,307263.08,5808855.593,14.894,3.085,-15.898,-38.896,-37.8473928,144.809417
3480,Exit,59,2,L2,307260.663,5808836.557,14.871,3.159,-18.315,-57.932,-37.84756373,144.8093845
3480,Exit,60,1,L1,307267.066,5808855.146,14.861,4.923,-11.912,-39.343,-37.84739767,144.8094622
3480,Exit,60,2,L1,307264.359,5808838.021,14.705,3.811,-14.619,-56.468,-37.84755133,144.8094269
3480,Exit,61,1,L3,307281.707,5808877.06,15.229,3.399,2.729,-17.429,-37.84720339,144.8096343
3480,Exit,61,2,L3,307430.401,5808858.465,13.215,3.41,151.423,-36.024,-37.84740228,144.8113182
3480,Exit,61,3,L3,307565.619,5808844.444,12.671,3.101,286.641,-50.045,-37.84755711,144.8128503
3480,Exit,62,1,L2,307281.42,5808880.501,15.166,3.368,2.442,-13.988,-37.84717234,144.809632
3480,Exit,62,2,L2,307433.518,5808861.43,13.216,3.215,154.54,-33.059,-37.84737624,144.8113544
3480,Exit,62,3,L2,307566.194,5808847.892,12.674,3.883,287.216,-46.597,-37.84752618,144.8128578
3480,Exit,63,1,L1,307281.139,5808883.86,15.104,3.235,2.161,-10.629,-37.84714203,144.8096297
3480,Exit,63,2,L1,307433.801,5808864.682,13.192,3.313,154.823,-29.807,-37.84734701,144.8113585
3480,Exit,63,3,L1,307561.593,5808850.421,12.668,0,282.615,-44.068,-37.84750243,144.8128062
3480,Exit,64,1,LBL,307280.923,5808886.447,15.057,1.856,1.945,-8.042,-37.84711868,144.8096279
3480,Exit,64,2,LBL,307381.704,5808873.621,13.787,1.54,102.726,-20.868,-37.84725549,144.8107692
3480,Exit,64,3,LBL,307559.949,5808851.599,12.636,1.933,280.971,-42.89,-37.84749147,144.8127878
3480,Exit,64,4,LBL,307566.628,5808850.501,12.614,1.421,287.65,-43.988,-37.84750277,144.8128634
3480,Exit,65,1,LT1,307442.92,5808867.06,13.035,0,163.942,-27.429,-37.84732752,144.8114627
3480,Exit,65,2,LT1,307472.933,5808864.939,12.84,3.187,193.955,-29.55,-37.84735296,144.811803
3480,Exit,65,3,LT1,307518.981,5808859.22,12.705,3.394,240.003,-35.269,-37.84741419,144.8123245
3480,Exit,65,4,LT1,307522.956,5808859.299,12.682,5.008,243.978,-35.19,-37.84741431,144.8123697
3480,Exit,65,5,LT1,307526.868,5808859.718,12.687,7.042,247.89,-34.771,-37.84741137,144.8124142
3480,Exit,65,6,LT1,307533.463,5808862.553,12.662,7.042,254.485,-31.936,-37.84738723,144.8124899
3480,Exit,66,1,LBL,307245.146,5808861.554,14.9,1.998,-33.832,-32.935,-37.84733532,144.8092149
3480,Exit,66,2,LBL,307230.233,5808863.34,14.878,1.785,-48.745,-31.149,-37.84731608,144.809046
3480,Exit,66,3,LBL,307228.783,5808862.995,14.843,2.806,-50.195,-31.494,-37.84731888,144.8090295
3480,Exit,66,4,LBL,307194.287,5808867.819,14.91,1.473,-84.691,-26.67,-37.84726814,144.8086389
3480,Exit,66,5,LBL,307154.386,5808874.201,15.024,1.597,-124.592,-20.288,-37.84720222,144.8081874
3480,Exit,66,6,LBL,307137.182,5808876.687,15.069,1.39,-141.796,-17.802,-37.84717619,144.8079927
3480,Exit,66,7,LBL,307040.799,5808888.887,15.268,1.449,-238.179,-5.602,-37.84704592,144.8069012
3480,Exit,67,1,L1,307243.804,5808864.321,14.983,3.152,-35.174,-30.168,-37.84731011,144.8092004
3480,Exit,67,2,L1,307194.548,5808870.214,14.999,3.345,-84.43,-24.275,-37.84724662,144.8086425
3480,Exit,67,3,L1,307154.474,5808875.458,15.076,0.914,-124.504,-19.031,-37.84719092,144.8081888
3480,Exit,67,4,L1,307128.697,5808878.448,15.129,0.003,-150.281,-16.041,-37.84715854,144.8078968
3480,Exit,68,1,L2,307243.82,5808867.572,15.098,3.314,-35.158,-26.917,-37.84728084,144.8092015
3480,Exit,68,2,L2,307200.212,5808872.994,15.108,3.334,-78.766,-21.495,-37.84722278,144.8087076
3480,Exit,68,3,L2,307129.055,5808880.952,15.223,5.056,-149.923,-13.537,-37.84713606,144.8079015
3480,Exit,68,4,L2,307041.199,5808892.012,15.366,4.851,-237.779,-2.477,-37.84701786,144.8069066
3480,Exit,69,1,L3,307243.771,5808870.815,15.194,3.106,-35.207,-23.674,-37.84725162,144.8092018
3480,Exit,69,2,L3,307198.017,5808876.373,15.221,2.827,-80.961,-18.116,-37.84719189,144.8086836
3480,Exit,69,3,L3,307041.711,5808895.998,15.495,3.187,-237.267,1.509,-37.84698207,144.8069135
